GEOID,YEAR,CAT,HH,MOVE_OUT,MOVE_IN,MOVE_WITHIN
06013324002,2013-2014,middle,475,58,52,3
06013320004,2013-2014,middle,468,54,35,0
06013334001,2013-2014,middle,280,30,8,2
06013333200,2013-2014,middle,301,36,22,1
06013332000,2013-2014,middle,239,27,21,1
06013331000,2013-2014,middle,533,56,12,1
06013333102,2013-2014,middle,182,15,14,0
06013333101,2013-2014,middle,186,20,18,0
06013313205,2013-2014,middle,16,0,4,1
06013313206,2013-2014,middle,94,12,7,0
06013304001,2013-2014,middle,206,21,8,0
06013355108,2013-2014,middle,306,23,14,1
06013355107,2013-2014,middle,229,22,13,0
06013330000,2013-2014,middle,272,32,16,2
06013329000,2013-2014,middle,424,33,23,1
06013328000,2013-2014,middle,18,0,4,0
06013327000,2013-2014,middle,147,16,10,0
06013346102,2013-2014,middle,2,0,0,0
06013346101,2013-2014,middle,,,,
06013355304,2013-2014,middle,117,14,6,0
06013355302,2013-2014,middle,,,,
06013355301,2013-2014,middle,191,22,9,0
06013355200,2013-2014,middle,895,71,59,1
06013354002,2013-2014,middle,44,0,0,0
06013354001,2013-2014,middle,,,,
06013353001,2013-2014,middle,,,,
06013352202,2013-2014,middle,28,0,1,0
06013352102,2013-2014,middle,1,0,0,0
06013352101,2013-2014,middle,,,,
06013351200,2013-2014,middle,,,,
06013348000,2013-2014,middle,1,0,0,0
06013306003,2013-2014,middle,89,13,5,0
06013306004,2013-2014,middle,105,8,3,0
06013345115,2013-2014,middle,,,,
06013355110,2013-2014,middle,179,27,9,1
06013355111,2013-2014,middle,331,32,25,0
06013303201,2013-2014,middle,413,40,10,1
06013303204,2013-2014,middle,128,14,4,0
06013347000,2013-2014,middle,20,5,6,0
06013346201,2013-2014,middle,2,0,2,1
06013345202,2013-2014,middle,77,5,37,4
06013345108,2013-2014,middle,6,0,12,1
06013343003,2013-2014,middle,47,4,1,0
06013343002,2013-2014,middle,260,34,26,1
06013343001,2013-2014,middle,284,33,28,1
06013341000,2013-2014,middle,159,30,22,4
06013340002,2013-2014,middle,56,13,15,0
06013338302,2013-2014,middle,73,3,5,0
06013337300,2013-2014,middle,129,15,12,0
06013326000,2013-2014,middle,29,2,6,0
06013321103,2013-2014,middle,105,12,10,2
06013321102,2013-2014,middle,10,0,8,0
06013320001,2013-2014,middle,134,8,8,2
06013319000,2013-2014,middle,620,64,20,6
06013318000,2013-2014,middle,291,26,4,0
06013315000,2013-2014,middle,174,9,8,2
06013356002,2013-2014,middle,12,0,4,1
06013314200,2013-2014,middle,27,1,6,3
06013313102,2013-2014,middle,130,14,10,0
06013313101,2013-2014,middle,154,10,8,0
06013312000,2013-2014,middle,47,1,8,0
06001437800,2013-2014,middle,236,21,14,2
06001437400,2013-2014,middle,53,3,5,0
06001405800,2013-2014,middle,46,5,3,0
06001437500,2013-2014,middle,67,2,6,0
06001451501,2013-2014,middle,232,21,9,0
06001450604,2013-2014,middle,17,4,4,0
06001436700,2013-2014,middle,75,7,15,2
06001432200,2013-2014,middle,197,14,13,0
06001433900,2013-2014,middle,103,5,6,0
06001433500,2013-2014,middle,172,16,2,0
06001433800,2013-2014,middle,324,25,8,1
06001430800,2013-2014,middle,362,34,25,0
06001402900,2013-2014,middle,13,0,0,0
06001430900,2013-2014,middle,581,56,18,0
06001407300,2013-2014,middle,27,0,2,0
06001423800,2013-2014,middle,44,9,3,0
06001422200,2013-2014,middle,53,4,11,1
06001422400,2013-2014,middle,52,6,17,1
06001422500,2013-2014,middle,65,10,7,1
06001421600,2013-2014,middle,40,6,10,0
06001422300,2013-2014,middle,49,4,16,0
06001441523,2013-2014,middle,6,1,0,0
06001440335,2013-2014,middle,175,35,0,0
06001440334,2013-2014,middle,110,13,5,0
06001437702,2013-2014,middle,55,2,2,0
06001435103,2013-2014,middle,2,0,1,0
06001404300,2013-2014,middle,63,14,0,0
06001405000,2013-2014,middle,111,13,48,2
06001402200,2013-2014,middle,67,3,2,0
06001408000,2013-2014,middle,1,1,4,0
06001442000,2013-2014,middle,,,,
06001441100,2013-2014,middle,110,7,11,0
06001420400,2013-2014,middle,1,0,62,13
06001450606,2013-2014,middle,1,0,1,0
06001441522,2013-2014,middle,58,7,9,0
06001405200,2013-2014,middle,188,25,17,1
06001441521,2013-2014,middle,88,7,2,0
06001436602,2013-2014,middle,143,8,5,0
06001437600,2013-2014,middle,71,8,6,0
06001435900,2013-2014,middle,184,10,12,3
06001421800,2013-2014,middle,33,4,9,0
06001421700,2013-2014,middle,183,29,33,0
06001421200,2013-2014,middle,,,,
06001421100,2013-2014,middle,3,0,0,0
06001422000,2013-2014,middle,190,10,12,0
06001421900,2013-2014,middle,60,5,28,1
06001420100,2013-2014,middle,40,8,3,0
06001420200,2013-2014,middle,177,23,49,4
06001430102,2013-2014,middle,3,0,6,0
06001430101,2013-2014,middle,4,0,1,0
06001425103,2013-2014,middle,268,64,23,0
06001425102,2013-2014,middle,355,104,18,3
06001425101,2013-2014,middle,216,21,18,2
06001404102,2013-2014,middle,21,3,11,0
06001403702,2013-2014,middle,32,4,6,1
06001403701,2013-2014,middle,57,5,3,0
06001403502,2013-2014,middle,78,11,3,0
06001428302,2013-2014,middle,,,,
06001433400,2013-2014,middle,149,11,15,1
06001410300,2013-2014,middle,27,1,1,0
06001404501,2013-2014,middle,,,,
06001409400,2013-2014,middle,29,2,6,0
06001437300,2013-2014,middle,200,13,4,0
06001438300,2013-2014,middle,175,14,9,0
06001423500,2013-2014,middle,97,3,1,0
06001437000,2013-2014,middle,174,19,9,0
06001436500,2013-2014,middle,374,41,8,0
06001444100,2013-2014,middle,106,7,15,0
06001420600,2013-2014,middle,63,4,7,0
06001421300,2013-2014,middle,80,4,11,2
06001424001,2013-2014,middle,292,30,0,0
06001423300,2013-2014,middle,387,38,4,0
06001421500,2013-2014,middle,7,0,8,2
06001428500,2013-2014,middle,365,54,46,3
06001405500,2013-2014,middle,178,21,2,1
06001409000,2013-2014,middle,17,1,1,0
06001403501,2013-2014,middle,181,26,0,0
06001450102,2013-2014,middle,150,21,12,1
06001428700,2013-2014,middle,233,20,26,1
06001981900,2013-2014,middle,1,0,2,0
06001451404,2013-2014,middle,390,26,13,1
06001403600,2013-2014,middle,47,4,18,1
06001408400,2013-2014,middle,19,1,1,0
06001403800,2013-2014,middle,148,18,34,0
06001408500,2013-2014,middle,31,2,2,0
06001409700,2013-2014,middle,23,2,0,1
06001437200,2013-2014,middle,489,24,16,2
06001408100,2013-2014,middle,24,1,21,1
06001441401,2013-2014,middle,210,11,26,1
06001435102,2013-2014,middle,205,15,9,0
06001435300,2013-2014,middle,389,34,6,1
06001436601,2013-2014,middle,195,8,4,2
06001440200,2013-2014,middle,289,10,18,1
06001441501,2013-2014,middle,2,0,0,0
06001428301,2013-2014,middle,26,3,13,4
06001400500,2013-2014,middle,211,20,3,0
06001427300,2013-2014,middle,282,13,26,1
06001428600,2013-2014,middle,289,36,26,0
06001428400,2013-2014,middle,349,47,28,5
06001428000,2013-2014,middle,185,14,18,0
06001450745,2013-2014,middle,,,,
06001450743,2013-2014,middle,648,119,27,7
06001450101,2013-2014,middle,377,55,17,3
06001444302,2013-2014,middle,407,20,10,0
06001443322,2013-2014,middle,19,2,0,0
06001408200,2013-2014,middle,156,10,9,0
06001408700,2013-2014,middle,78,6,0,0
06001409100,2013-2014,middle,6,0,2,0
06001407700,2013-2014,middle,232,15,16,0
06001407400,2013-2014,middle,21,1,1,0
06001407800,2013-2014,middle,140,20,3,0
06001433200,2013-2014,middle,409,75,13,1
06001433700,2013-2014,middle,202,8,4,0
06001436401,2013-2014,middle,386,29,32,0
06001440306,2013-2014,middle,313,27,12,1
06001436402,2013-2014,middle,,,,
06001435700,2013-2014,middle,111,10,17,0
06001422800,2013-2014,middle,77,5,0,0
06001423700,2013-2014,middle,58,5,16,1
06001436900,2013-2014,middle,205,9,13,1
06001430500,2013-2014,middle,466,36,24,1
06001427900,2013-2014,middle,224,19,37,1
06001450742,2013-2014,middle,185,15,11,0
06001450701,2013-2014,middle,8,2,0,1
06001403100,2013-2014,middle,17,1,0,0
06001423602,2013-2014,middle,57,11,2,0
06001410000,2013-2014,middle,27,0,9,0
06001451300,2013-2014,middle,174,11,16,2
06001403300,2013-2014,middle,66,0,43,6
06001427800,2013-2014,middle,256,25,31,3
06001427100,2013-2014,middle,89,6,15,1
06001442602,2013-2014,middle,243,15,10,1
06001441524,2013-2014,middle,,,,
06001440333,2013-2014,middle,10,1,1,0
06001433104,2013-2014,middle,162,6,15,0
06001425104,2013-2014,middle,283,32,36,4
06001406900,2013-2014,middle,118,15,4,0
06001407900,2013-2014,middle,88,11,17,1
06001406800,2013-2014,middle,142,15,17,0
06001407600,2013-2014,middle,191,15,1,0
06001407000,2013-2014,middle,161,15,0,0
06001406300,2013-2014,middle,27,1,0,0
06001431000,2013-2014,middle,236,24,9,0
06001430700,2013-2014,middle,78,7,12,1
06001450200,2013-2014,middle,630,118,84,6
06001435500,2013-2014,middle,158,7,3,0
06001410400,2013-2014,middle,46,5,5,1
06001430600,2013-2014,middle,106,9,8,1
06001436200,2013-2014,middle,273,12,1,0
06001427200,2013-2014,middle,315,14,20,0
06001450741,2013-2014,middle,283,39,32,1
06001428200,2013-2014,middle,274,26,24,1
06001435200,2013-2014,middle,242,23,20,0
06001428100,2013-2014,middle,274,28,20,2
06001410500,2013-2014,middle,70,5,0,0
06001405902,2013-2014,middle,39,2,0,0
06001451704,2013-2014,middle,111,11,7,0
06001451506,2013-2014,middle,248,28,11,0
06001983200,2013-2014,middle,21,5,21,0
06001982000,2013-2014,middle,5,1,0,0
06001406202,2013-2014,middle,31,0,0,0
06001404800,2013-2014,middle,80,5,17,0
06001406400,2013-2014,middle,85,6,1,0
06001405700,2013-2014,middle,84,6,0,0
06001405600,2013-2014,middle,193,13,4,0
06001441302,2013-2014,middle,119,7,9,0
06001434000,2013-2014,middle,123,9,2,0
06001402500,2013-2014,middle,63,4,0,0
06001442400,2013-2014,middle,368,39,19,1
06001442100,2013-2014,middle,,,,
06001436100,2013-2014,middle,222,19,11,1
06001438400,2013-2014,middle,83,12,3,0
06001401300,2013-2014,middle,44,6,1,0
06001407500,2013-2014,middle,28,1,0,0
06001451401,2013-2014,middle,336,46,28,3
06001451505,2013-2014,middle,6,0,5,0
06001451504,2013-2014,middle,68,5,4,0
06001450746,2013-2014,middle,83,4,7,0
06001444601,2013-2014,middle,89,3,8,0
06001443321,2013-2014,middle,132,11,9,2
06001443105,2013-2014,middle,,,,
06001443104,2013-2014,middle,143,13,4,0
06001441602,2013-2014,middle,522,55,32,0
06001427600,2013-2014,middle,100,5,27,2
06001409900,2013-2014,middle,45,1,7,0
06001404700,2013-2014,middle,,,,
06001404900,2013-2014,middle,197,14,23,0
06001402700,2013-2014,middle,26,2,0,0
06001436000,2013-2014,middle,126,10,11,1
06001442700,2013-2014,middle,123,5,0,0
06001438100,2013-2014,middle,189,10,21,3
06001410200,2013-2014,middle,71,4,0,0
06001430400,2013-2014,middle,2,0,3,0
06001432800,2013-2014,middle,134,12,9,0
06001451101,2013-2014,middle,62,2,3,0
06001442601,2013-2014,middle,118,13,8,0
06001442301,2013-2014,middle,290,30,20,0
06001441926,2013-2014,middle,537,74,10,0
06001440336,2013-2014,middle,282,34,10,1
06001438204,2013-2014,middle,244,7,12,0
06001438203,2013-2014,middle,204,12,12,1
06001406201,2013-2014,middle,67,2,0,0
06001408900,2013-2014,middle,9,0,0,0
06001404200,2013-2014,middle,45,12,4,1
06001403900,2013-2014,middle,202,25,30,0
06001403000,2013-2014,middle,13,0,2,0
06001406100,2013-2014,middle,102,11,12,1
06001423601,2013-2014,middle,134,20,13,1
06001440308,2013-2014,middle,390,45,29,1
06001451201,2013-2014,middle,412,46,26,2
06001441402,2013-2014,middle,65,6,19,0
06001438000,2013-2014,middle,200,16,17,0
06001441200,2013-2014,middle,246,26,7,1
06001410100,2013-2014,middle,80,9,0,0
06001437701,2013-2014,middle,56,3,1,0
06001437102,2013-2014,middle,279,23,16,1
06001437101,2013-2014,middle,381,27,18,1
06001435602,2013-2014,middle,289,15,11,0
06001435601,2013-2014,middle,141,8,6,0
06001435104,2013-2014,middle,317,28,45,2
06001433103,2013-2014,middle,171,7,0,0
06001432502,2013-2014,middle,206,10,12,0
06001403400,2013-2014,middle,191,22,10,0
06001400600,2013-2014,middle,243,33,0,0
06001401600,2013-2014,middle,57,3,1,0
06001402400,2013-2014,middle,33,3,0,0
06001402800,2013-2014,middle,19,2,0,0
06001409600,2013-2014,middle,17,0,0,0
06001401800,2013-2014,middle,52,2,0,0
06001444200,2013-2014,middle,370,31,15,0
06001443200,2013-2014,middle,2,0,0,0
06001441921,2013-2014,middle,141,11,18,0
06001438201,2013-2014,middle,80,5,8,0
06001426100,2013-2014,middle,2,1,1,0
06001402600,2013-2014,middle,9,0,0,0
06001423200,2013-2014,middle,279,28,3,0
06001400800,2013-2014,middle,340,46,1,0
06001432501,2013-2014,middle,208,10,11,2
06001407102,2013-2014,middle,112,5,1,0
06001407101,2013-2014,middle,38,0,0,0
06001406602,2013-2014,middle,58,2,0,0
06001406601,2013-2014,middle,232,16,3,1
06001405901,2013-2014,middle,79,0,0,0
06001405402,2013-2014,middle,25,0,1,0
06001404000,2013-2014,middle,52,6,22,1
06001405100,2013-2014,middle,8,2,5,0
06001400700,2013-2014,middle,288,23,1,0
06001401500,2013-2014,middle,105,8,1,1
06001400200,2013-2014,middle,50,10,25,0
06001400300,2013-2014,middle,150,23,36,4
06001441301,2013-2014,middle,254,55,12,1
06001443001,2013-2014,middle,131,18,3,1
06001404600,2013-2014,middle,,,,
06001431100,2013-2014,middle,342,34,10,0
06001409800,2013-2014,middle,103,9,1,0
06001409500,2013-2014,middle,16,3,3,1
06001442500,2013-2014,middle,397,27,21,0
06001442900,2013-2014,middle,267,33,26,1
06001451202,2013-2014,middle,216,20,2,0
06001450602,2013-2014,middle,32,4,6,0
06001405401,2013-2014,middle,91,3,0,0
06001405302,2013-2014,middle,66,2,0,0
06001405301,2013-2014,middle,49,1,14,0
06001404101,2013-2014,middle,81,8,23,1
06001990000,2013-2014,middle,,,,
06001451703,2013-2014,middle,78,8,0,0
06001436800,2013-2014,middle,142,11,5,0
06001430200,2013-2014,middle,29,0,1,0
06001451102,2013-2014,middle,10,0,0,0
06001435800,2013-2014,middle,234,26,19,2
06001450300,2013-2014,middle,359,56,38,3
06001450605,2013-2014,middle,3,2,7,0
06001450603,2013-2014,middle,26,4,0,0
06001442200,2013-2014,middle,45,5,0,0
06001451601,2013-2014,middle,281,34,18,0
06001443002,2013-2014,middle,287,26,7,2
06001421400,2013-2014,middle,,,,
06001443301,2013-2014,middle,2,1,0,0
06001441700,2013-2014,middle,574,60,44,3
06001443102,2013-2014,middle,,,,
06001451403,2013-2014,middle,130,13,11,0
06001450752,2013-2014,middle,92,7,0,0
06001450751,2013-2014,middle,14,2,10,0
06001450750,2013-2014,middle,405,60,28,2
06001450744,2013-2014,middle,,,,
06001450502,2013-2014,middle,2,0,1,0
06001450501,2013-2014,middle,83,11,7,0
06001444602,2013-2014,middle,297,47,9,1
06001420300,2013-2014,middle,379,57,30,3
06001450607,2013-2014,middle,399,47,43,6
06001451503,2013-2014,middle,317,38,28,0
06001407200,2013-2014,middle,48,2,1,1
06001408800,2013-2014,middle,17,0,0,0
06001440305,2013-2014,middle,122,14,4,0
06001450400,2013-2014,middle,392,31,22,2
06001441923,2013-2014,middle,902,161,30,3
06001440301,2013-2014,middle,281,16,24,0
06001422100,2013-2014,middle,160,13,5,0
06001431200,2013-2014,middle,623,72,21,2
06001450601,2013-2014,middle,2,1,1,0
06001441503,2013-2014,middle,57,2,0,0
06001444500,2013-2014,middle,618,74,51,4
06001440100,2013-2014,middle,206,27,24,1
06001401100,2013-2014,middle,330,47,1,0
06001401400,2013-2014,middle,37,1,0,0
06001444301,2013-2014,middle,107,9,6,1
06001442302,2013-2014,middle,432,35,31,4
06001441927,2013-2014,middle,488,70,11,0
06001441925,2013-2014,middle,948,215,22,4
06001441924,2013-2014,middle,303,46,5,0
06001441800,2013-2014,middle,495,67,29,1
06001451602,2013-2014,middle,339,36,23,3
06001404502,2013-2014,middle,96,2,3,0
06001426200,2013-2014,middle,19,5,0,0
06001441601,2013-2014,middle,181,15,6,0
06001406000,2013-2014,middle,123,2,1,1
06001440304,2013-2014,middle,337,16,17,2
06001435400,2013-2014,middle,305,19,5,0
06001401000,2013-2014,middle,251,17,2,0
06001400900,2013-2014,middle,303,28,1,0
06001400100,2013-2014,middle,,,,
06001404400,2013-2014,middle,10,1,8,0
06001400400,2013-2014,middle,148,25,66,2
06001401200,2013-2014,middle,119,27,26,0
06001423902,2013-2014,middle,90,9,21,0
06001423901,2013-2014,middle,135,13,3,0
06001424002,2013-2014,middle,208,14,1,0
06001451701,2013-2014,middle,85,11,7,1
06001444400,2013-2014,middle,416,35,23,2
06001442800,2013-2014,middle,181,27,15,1
06001443103,2013-2014,middle,,,,
06001437900,2013-2014,middle,87,8,9,1
06001440307,2013-2014,middle,212,21,12,2
06001433300,2013-2014,middle,254,18,11,1
06001433600,2013-2014,middle,334,35,29,1
06001409200,2013-2014,middle,11,2,2,0
06001433000,2013-2014,middle,148,10,11,0
06001432700,2013-2014,middle,78,5,9,1
06001433102,2013-2014,middle,262,24,12,1
06001423100,2013-2014,middle,142,12,15,0
06001423000,2013-2014,middle,27,0,35,3
06001420500,2013-2014,middle,74,5,21,1
06001401700,2013-2014,middle,133,17,4,2
06001422700,2013-2014,middle,7,0,1,0
06001422600,2013-2014,middle,1,0,0,0
06001430300,2013-2014,middle,7,0,2,0
06001432600,2013-2014,middle,516,31,7,0
06001432300,2013-2014,middle,273,20,10,0
06001409300,2013-2014,middle,45,1,1,0
06001408300,2013-2014,middle,166,18,13,1
06001406700,2013-2014,middle,220,21,11,0
06001432400,2013-2014,middle,468,30,21,0
06001436300,2013-2014,middle,537,45,20,3
06001432100,2013-2014,middle,176,13,9,2
06001406500,2013-2014,middle,156,10,1,0
06001422900,2013-2014,middle,53,0,1,0
06001423400,2013-2014,middle,196,22,7,0
06001440332,2013-2014,middle,,,,
06001440331,2013-2014,middle,239,14,24,0
06001408600,2013-2014,middle,39,0,1,0
06001427700,2013-2014,middle,447,54,63,3
06075016500,2013-2014,middle,215,26,37,0
06075016400,2013-2014,middle,442,41,37,0
06075016300,2013-2014,middle,332,30,11,1
06075016100,2013-2014,middle,205,7,0,0
06075016000,2013-2014,middle,43,3,24,0
06075015900,2013-2014,middle,408,32,5,0
06075015700,2013-2014,middle,352,37,38,1
06075015600,2013-2014,middle,217,12,22,0
06075015500,2013-2014,middle,95,5,20,0
06075015400,2013-2014,middle,814,83,46,1
06075015300,2013-2014,middle,184,18,21,0
06075015200,2013-2014,middle,259,28,11,2
06075015100,2013-2014,middle,208,29,35,1
06075013500,2013-2014,middle,522,68,15,1
06075013400,2013-2014,middle,439,54,27,1
06075013300,2013-2014,middle,2,0,16,0
06075013200,2013-2014,middle,4,0,8,0
06075013000,2013-2014,middle,475,50,18,0
06075990100,2013-2014,middle,,,,
06075012800,2013-2014,middle,374,46,22,0
06075012700,2013-2014,middle,115,15,32,4
06075012100,2013-2014,middle,54,0,0,0
06075012000,2013-2014,middle,27,0,6,0
06075011800,2013-2014,middle,16,0,0,0
06075011700,2013-2014,middle,21,0,0,0
06075011300,2013-2014,middle,31,1,0,0
06075011200,2013-2014,middle,603,59,13,0
06075011100,2013-2014,middle,52,3,8,0
06075011000,2013-2014,middle,219,20,9,0
06075010900,2013-2014,middle,319,39,17,1
06075010800,2013-2014,middle,197,21,22,1
06075010700,2013-2014,middle,183,8,7,1
06075010600,2013-2014,middle,244,18,6,0
06075980600,2013-2014,middle,2,0,0,0
06075980501,2013-2014,middle,119,3,0,0
06075980200,2013-2014,middle,18,1,1,0
06075012502,2013-2014,middle,,,,
06075012302,2013-2014,middle,34,1,1,0
06075012301,2013-2014,middle,2,0,0,0
06075980900,2013-2014,middle,80,1,2,0
06075980401,2013-2014,middle,,,,
06075010500,2013-2014,middle,430,21,3,0
06075010400,2013-2014,middle,368,33,14,5
06075010300,2013-2014,middle,284,22,26,5
06075010200,2013-2014,middle,529,65,23,0
06075010100,2013-2014,middle,184,22,27,2
06075980300,2013-2014,middle,4,0,0,0
06075061400,2013-2014,middle,118,8,38,1
06075061500,2013-2014,middle,473,35,22,1
06075061200,2013-2014,middle,29,1,1,0
06075061100,2013-2014,middle,8,0,0,0
06075047802,2013-2014,middle,120,7,13,0
06075047801,2013-2014,middle,157,7,20,0
06075042602,2013-2014,middle,193,9,12,2
06075042601,2013-2014,middle,256,20,11,0
06075033204,2013-2014,middle,449,38,19,0
06075033203,2013-2014,middle,484,64,13,0
06075032902,2013-2014,middle,80,4,3,0
06075032901,2013-2014,middle,209,18,13,1
06075032802,2013-2014,middle,190,12,19,2
06075032801,2013-2014,middle,210,13,7,1
06075032602,2013-2014,middle,213,23,30,0
06075032601,2013-2014,middle,260,19,21,0
06075031302,2013-2014,middle,293,19,11,1
06075031301,2013-2014,middle,255,23,9,0
06075031202,2013-2014,middle,202,18,11,1
06075031201,2013-2014,middle,422,28,11,1
06075025702,2013-2014,middle,220,13,8,0
06075025701,2013-2014,middle,166,14,7,0
06075022704,2013-2014,middle,134,25,8,0
06075020402,2013-2014,middle,625,56,46,3
06075020401,2013-2014,middle,138,27,21,0
06075017802,2013-2014,middle,334,32,28,2
06075017801,2013-2014,middle,24,8,2,0
06075017102,2013-2014,middle,276,32,19,0
06075017101,2013-2014,middle,223,24,9,0
06075016802,2013-2014,middle,76,9,2,0
06075016801,2013-2014,middle,251,18,21,0
06075015802,2013-2014,middle,144,15,15,0
06075015801,2013-2014,middle,107,10,3,0
06075013102,2013-2014,middle,393,56,3,0
06075013101,2013-2014,middle,937,125,3,0
06075012902,2013-2014,middle,586,68,17,2
06075012901,2013-2014,middle,498,67,12,0
06075012602,2013-2014,middle,209,18,7,0
06075012601,2013-2014,middle,389,51,10,1
06075012501,2013-2014,middle,16,0,0,0
06075012402,2013-2014,middle,49,0,4,0
06075012401,2013-2014,middle,5,0,1,0
06075012202,2013-2014,middle,9,0,0,0
06075012201,2013-2014,middle,12,0,0,0
06075011902,2013-2014,middle,118,14,2,0
06075011901,2013-2014,middle,152,15,3,0
06075023103,2013-2014,middle,23,0,0,0
06075023003,2013-2014,middle,145,10,13,0
06075061000,2013-2014,middle,308,26,4,1
06075060700,2013-2014,middle,1233,216,12,0
06075060502,2013-2014,middle,66,4,0,0
06075060400,2013-2014,middle,180,10,10,0
06075060100,2013-2014,middle,25,2,9,3
06075047901,2013-2014,middle,304,19,31,0
06075016200,2013-2014,middle,153,13,7,0
06075047702,2013-2014,middle,158,14,12,0
06075047902,2013-2014,middle,237,11,12,0
06075047600,2013-2014,middle,179,15,32,0
06075045200,2013-2014,middle,203,9,33,0
06075045100,2013-2014,middle,280,30,34,1
06075042800,2013-2014,middle,11,2,0,0
06075042700,2013-2014,middle,373,31,22,0
06075040200,2013-2014,middle,488,35,45,1
06075040100,2013-2014,middle,178,8,31,0
06075035400,2013-2014,middle,496,39,23,0
06075035300,2013-2014,middle,433,44,17,0
06075035201,2013-2014,middle,363,29,29,0
06075047701,2013-2014,middle,270,20,8,0
06075035100,2013-2014,middle,493,39,20,1
06075035202,2013-2014,middle,403,20,29,0
06075033100,2013-2014,middle,2,0,0,0
06075033000,2013-2014,middle,320,22,15,0
06075032700,2013-2014,middle,234,11,18,0
06075031400,2013-2014,middle,401,30,3,0
06075031100,2013-2014,middle,385,36,19,0
06075031000,2013-2014,middle,42,0,10,0
06075030900,2013-2014,middle,17,0,2,0
06075030800,2013-2014,middle,110,10,5,0
06075030700,2013-2014,middle,,,,
06075030600,2013-2014,middle,24,4,1,0
06075030500,2013-2014,middle,27,1,4,0
06075030400,2013-2014,middle,26,1,10,0
06075030302,2013-2014,middle,26,2,7,1
06075033201,2013-2014,middle,47,0,0,0
06075030301,2013-2014,middle,164,20,37,2
06075030202,2013-2014,middle,369,44,40,2
06075030102,2013-2014,middle,413,68,16,3
06075030101,2013-2014,middle,325,45,29,2
06075026404,2013-2014,middle,132,4,0,0
06075026403,2013-2014,middle,112,7,5,0
06075030201,2013-2014,middle,266,29,21,0
06075026401,2013-2014,middle,81,4,3,2
06075026303,2013-2014,middle,242,15,10,0
06075026302,2013-2014,middle,184,18,12,0
06075026402,2013-2014,middle,149,13,10,0
06075026200,2013-2014,middle,558,28,13,0
06075026100,2013-2014,middle,548,32,14,1
06075026003,2013-2014,middle,332,22,13,1
06075026301,2013-2014,middle,251,13,4,0
06075026004,2013-2014,middle,267,18,8,0
06075026001,2013-2014,middle,400,22,6,1
06075025900,2013-2014,middle,249,10,4,0
06075025800,2013-2014,middle,120,8,1,0
06075025600,2013-2014,middle,368,17,15,0
06075025500,2013-2014,middle,614,47,22,0
06075025401,2013-2014,middle,339,28,21,1
06075026002,2013-2014,middle,175,10,2,0
06075025403,2013-2014,middle,324,25,8,1
06075025300,2013-2014,middle,418,41,23,0
06075025200,2013-2014,middle,244,13,24,1
06075025100,2013-2014,middle,125,12,32,3
06075023400,2013-2014,middle,45,0,1,2
06075023300,2013-2014,middle,122,2,8,2
06075023200,2013-2014,middle,69,3,3,0
06075025402,2013-2014,middle,157,8,12,1
06075023102,2013-2014,middle,50,4,0,0
06075022903,2013-2014,middle,340,31,4,0
06075022902,2013-2014,middle,347,43,4,0
06075023001,2013-2014,middle,137,8,3,2
06075022802,2013-2014,middle,101,9,10,0
06075022803,2013-2014,middle,543,67,14,1
06075022901,2013-2014,middle,474,35,2,0
06075022801,2013-2014,middle,460,52,19,0
06075022702,2013-2014,middle,54,10,5,0
06075022600,2013-2014,middle,24,2,5,1
06075021800,2013-2014,middle,125,10,26,3
06075021700,2013-2014,middle,54,4,12,0
06075021600,2013-2014,middle,405,56,35,2
06075021500,2013-2014,middle,267,29,13,3
06075021400,2013-2014,middle,197,20,18,0
06075021300,2013-2014,middle,73,13,18,1
06075021200,2013-2014,middle,99,14,11,0
06075021100,2013-2014,middle,213,26,25,0
06075021000,2013-2014,middle,77,9,42,1
06075020900,2013-2014,middle,160,10,4,0
06075020800,2013-2014,middle,587,46,4,0
06075020700,2013-2014,middle,290,21,41,1
06075020600,2013-2014,middle,452,47,52,1
06075020500,2013-2014,middle,236,20,22,0
06075020300,2013-2014,middle,375,33,19,2
06075020200,2013-2014,middle,319,37,13,0
06075018000,2013-2014,middle,392,74,2,0
06075017902,2013-2014,middle,79,5,0,0
06075017700,2013-2014,middle,221,11,10,0
06075020100,2013-2014,middle,196,14,1,0
06075017601,2013-2014,middle,134,4,2,0
06075017000,2013-2014,middle,232,24,8,0
06075016900,2013-2014,middle,263,19,36,3
06075016700,2013-2014,middle,419,48,32,0
06075016600,2013-2014,middle,623,57,54,6
06095980000,2013-2014,middle,6,3,0,0
06095250801,2013-2014,middle,359,36,17,2
06095252914,2013-2014,middle,326,51,30,2
06095252315,2013-2014,middle,95,5,5,0
06095253404,2013-2014,middle,249,24,50,6
06095253204,2013-2014,middle,110,8,7,2
06095253205,2013-2014,middle,16,2,5,0
06095252913,2013-2014,middle,162,23,14,1
06095252912,2013-2014,middle,74,8,7,0
06095252802,2013-2014,middle,70,12,5,0
06095252610,2013-2014,middle,139,18,9,1
06095252801,2013-2014,middle,504,102,35,10
06095253403,2013-2014,middle,110,13,8,1
06095253206,2013-2014,middle,4,0,0,0
06095252911,2013-2014,middle,330,46,24,1
06095252915,2013-2014,middle,100,9,4,1
06095252611,2013-2014,middle,97,6,9,1
06095252316,2013-2014,middle,175,19,16,0
06095252317,2013-2014,middle,140,19,9,1
06095252312,2013-2014,middle,168,28,22,0
