GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031690300,14.0,882.0,2912.0,537.0,1.0,53.0,1163.0,1.0,399.0,760.0,0.0,36.0,21.0,0.0,40.0,3.0,20.0,5.0,689.0,1156.0,0.0,0.0,0.0,0.0,94.0,0.0,611.0,3.0,0.0,75.0,0.0,920.0,59.0,6.0,1867.0,170.0,12497
17031690400,31.0,1604.0,4358.0,1514.0,0.0,106.0,2318.0,4.0,424.0,473.0,0.0,25.0,50.0,0.0,46.0,9.0,17.0,16.0,1087.0,1616.0,0.0,0.0,0.0,0.0,133.0,1.0,1383.0,11.0,0.0,104.0,0.0,1082.0,47.0,5.0,2801.0,284.0,19549
17031690500,6.0,474.0,1416.0,349.0,1.0,24.0,640.0,0.0,145.0,111.0,0.0,16.0,9.0,0.0,18.0,4.0,8.0,15.0,292.0,771.0,0.0,0.0,0.0,0.0,33.0,0.0,395.0,9.0,0.0,50.0,0.0,274.0,16.0,1.0,654.0,100.0,5831
17031690900,30.0,1317.0,4012.0,1192.0,1.0,92.0,2334.0,3.0,311.0,429.0,0.0,44.0,30.0,0.0,41.0,10.0,23.0,24.0,939.0,1433.0,0.0,0.0,0.0,0.0,147.0,0.0,1368.0,158.0,1.0,110.0,0.0,864.0,56.0,11.0,2368.0,253.0,17601
17031691000,15.0,832.0,2347.0,847.0,0.0,25.0,1446.0,3.0,229.0,383.0,0.0,11.0,26.0,2.0,40.0,3.0,14.0,21.0,856.0,957.0,0.0,0.0,0.0,0.0,71.0,0.0,807.0,5.0,0.0,64.0,0.0,849.0,32.0,8.0,1940.0,153.0,11986
17031691100,31.0,1415.0,4012.0,961.0,1.0,100.0,1927.0,5.0,400.0,386.0,0.0,50.0,32.0,0.0,57.0,10.0,18.0,16.0,1008.0,1493.0,0.0,1.0,0.0,0.0,132.0,0.0,1112.0,4.0,0.0,72.0,0.0,708.0,53.0,11.0,2112.0,311.0,16438
17031691200,28.0,1438.0,4313.0,1026.0,10.0,77.0,1956.0,2.0,772.0,1395.0,0.0,73.0,39.0,0.0,90.0,6.0,17.0,19.0,860.0,2335.0,0.0,0.0,0.0,2.0,145.0,0.0,1025.0,13.0,1.0,93.0,0.0,998.0,58.0,15.0,3239.0,330.0,20375
17031691300,13.0,646.0,1704.0,739.0,0.0,50.0,1151.0,0.0,290.0,504.0,0.0,10.0,16.0,0.0,33.0,8.0,13.0,9.0,761.0,815.0,0.0,0.0,0.0,0.0,83.0,0.0,662.0,3.0,1.0,65.0,0.0,739.0,34.0,4.0,2413.0,173.0,10939
17031691400,26.0,1154.0,3394.0,969.0,1.0,75.0,1935.0,2.0,348.0,416.0,0.0,32.0,55.0,0.0,66.0,4.0,16.0,26.0,788.0,1556.0,0.0,0.0,0.0,1.0,118.0,0.0,1099.0,15.0,0.0,91.0,0.0,816.0,57.0,9.0,2408.0,256.0,15733
17031691500,26.0,1332.0,3589.0,673.0,2.0,83.0,1309.0,3.0,426.0,423.0,0.0,33.0,38.0,1.0,61.0,8.0,6.0,24.0,560.0,2209.0,0.0,0.0,0.0,0.0,108.0,0.0,906.0,102.0,1.0,271.0,0.0,731.0,49.0,11.0,1945.0,290.0,15220
17031700100,18.0,708.0,1606.0,856.0,0.0,28.0,1413.0,3.0,238.0,318.0,0.0,20.0,12.0,0.0,19.0,4.0,17.0,5.0,584.0,557.0,0.0,0.0,0.0,4.0,53.0,1.0,611.0,14.0,0.0,70.0,0.0,447.0,29.0,6.0,1812.0,101.0,9554
17031700200,14.0,611.0,1416.0,564.0,0.0,41.0,1366.0,0.0,156.0,336.0,0.0,8.0,9.0,0.0,12.0,9.0,17.0,7.0,600.0,305.0,0.0,0.0,0.0,1.0,78.0,0.0,733.0,13.0,0.0,42.0,0.0,324.0,48.0,5.0,1682.0,82.0,8479
17031700301,19.0,405.0,881.0,314.0,0.0,12.0,1001.0,1.0,98.0,316.0,0.0,2.0,5.0,0.0,4.0,7.0,8.0,7.0,287.0,208.0,0.0,0.0,0.0,0.0,51.0,0.0,491.0,2.0,0.0,56.0,0.0,188.0,30.0,2.0,1089.0,57.0,5541
17031700302,8.0,275.0,730.0,464.0,0.0,25.0,990.0,0.0,125.0,272.0,0.0,4.0,4.0,0.0,4.0,3.0,10.0,19.0,262.0,171.0,0.0,0.0,0.0,2.0,46.0,0.0,429.0,4.0,0.0,34.0,0.0,162.0,22.0,4.0,1033.0,45.0,5147
17031700401,16.0,935.0,2368.0,913.0,0.0,36.0,1781.0,0.0,235.0,457.0,0.0,15.0,17.0,0.0,12.0,7.0,10.0,8.0,628.0,583.0,0.0,0.0,0.0,4.0,104.0,0.0,844.0,1.0,0.0,194.0,0.0,591.0,70.0,3.0,2085.0,123.0,12040
17031700402,12.0,289.0,721.0,466.0,0.0,15.0,789.0,0.0,87.0,305.0,0.0,9.0,5.0,0.0,6.0,2.0,2.0,9.0,290.0,133.0,0.0,0.0,0.0,1.0,50.0,0.0,496.0,1.0,0.0,23.0,0.0,185.0,10.0,6.0,995.0,21.0,4928
17031700501,23.0,834.0,2079.0,1333.0,0.0,63.0,2109.0,6.0,203.0,508.0,0.0,9.0,23.0,0.0,12.0,8.0,16.0,13.0,787.0,417.0,3.0,0.0,0.0,2.0,106.0,0.0,1125.0,18.0,0.0,53.0,0.0,663.0,31.0,10.0,2416.0,122.0,12992
17031700502,3.0,289.0,598.0,322.0,0.0,9.0,538.0,1.0,65.0,219.0,0.0,5.0,8.0,0.0,3.0,2.0,7.0,0.0,210.0,122.0,0.0,0.0,0.0,3.0,33.0,0.0,333.0,0.0,0.0,16.0,0.0,141.0,14.0,8.0,831.0,27.0,3807
17031710100,10.0,614.0,1654.0,444.0,2.0,25.0,687.0,0.0,212.0,190.0,0.0,25.0,10.0,1.0,24.0,6.0,6.0,14.0,243.0,867.0,0.0,0.0,0.0,1.0,46.0,0.0,438.0,24.0,0.0,58.0,0.0,316.0,25.0,4.0,1131.0,145.0,7222
17031710200,46.0,1933.0,5816.0,1504.0,4.0,117.0,2741.0,3.0,664.0,482.0,0.0,58.0,38.0,0.0,73.0,21.0,37.0,24.0,1155.0,1770.0,0.0,0.0,0.0,2.0,212.0,0.0,1509.0,222.0,2.0,141.0,0.0,968.0,75.0,12.0,3063.0,400.0,23092
17031710300,11.0,613.0,1646.0,584.0,2.0,29.0,796.0,1.0,160.0,165.0,0.0,10.0,9.0,0.0,20.0,5.0,9.0,11.0,389.0,776.0,0.0,0.0,0.0,0.0,54.0,0.0,555.0,32.0,0.0,36.0,0.0,372.0,15.0,7.0,1178.0,95.0,7580
17031710400,32.0,1463.0,4317.0,1413.0,0.0,88.0,2286.0,3.0,632.0,563.0,0.0,87.0,43.0,0.0,62.0,17.0,13.0,16.0,858.0,2516.0,0.0,0.0,0.0,2.0,196.0,0.0,1472.0,30.0,0.0,118.0,0.0,853.0,53.0,9.0,2827.0,332.0,20301
17031710500,19.0,1267.0,3817.0,1445.0,1.0,82.0,1955.0,4.0,520.0,532.0,0.0,49.0,27.0,0.0,54.0,9.0,21.0,8.0,717.0,1669.0,0.0,1.0,0.0,0.0,154.0,1.0,1199.0,12.0,0.0,131.0,0.0,904.0,56.0,6.0,2628.0,231.0,17519
17031710600,15.0,817.0,2417.0,725.0,1.0,38.0,1084.0,1.0,322.0,244.0,0.0,60.0,19.0,0.0,34.0,8.0,8.0,8.0,356.0,1382.0,0.0,0.0,0.0,0.0,89.0,0.0,577.0,30.0,0.0,51.0,0.0,503.0,36.0,6.0,1562.0,172.0,10565
17031710700,14.0,904.0,2779.0,936.0,0.0,62.0,1524.0,1.0,301.0,385.0,0.0,21.0,21.0,0.0,47.0,7.0,19.0,11.0,628.0,1293.0,0.0,0.0,0.0,0.0,112.0,0.0,1012.0,57.0,0.0,76.0,1.0,678.0,32.0,7.0,2150.0,222.0,13300
17031710800,31.0,1728.0,4922.0,1134.0,7.0,86.0,2359.0,2.0,836.0,557.0,0.0,40.0,29.0,1.0,122.0,11.0,37.0,40.0,1011.0,2316.0,0.0,0.0,0.0,1.0,250.0,0.0,1573.0,119.0,0.0,205.0,0.0,1093.0,89.0,15.0,3531.0,414.0,22559
17031710900,20.0,1026.0,2827.0,667.0,0.0,68.0,1309.0,4.0,469.0,539.0,0.0,33.0,16.0,1.0,53.0,6.0,9.0,30.0,594.0,1660.0,0.0,0.0,0.0,0.0,119.0,0.0,731.0,182.0,1.0,82.0,0.0,628.0,41.0,7.0,3238.0,233.0,14593
17031711000,26.0,1145.0,3127.0,1039.0,3.0,68.0,1912.0,3.0,273.0,407.0,0.0,44.0,30.0,0.0,55.0,7.0,15.0,10.0,746.0,1352.0,0.0,0.0,0.0,0.0,120.0,0.0,1010.0,10.0,0.0,105.0,0.0,525.0,27.0,10.0,1819.0,298.0,14186
17031711100,16.0,812.0,2191.0,767.0,0.0,49.0,1236.0,1.0,419.0,387.0,0.0,20.0,25.0,0.0,30.0,2.0,19.0,14.0,533.0,1169.0,0.0,1.0,0.0,0.0,93.0,0.0,724.0,107.0,0.0,70.0,0.0,704.0,30.0,6.0,2236.0,185.0,11846
17031711200,12.0,837.0,2384.0,1078.0,2.0,47.0,1691.0,3.0,325.0,575.0,0.0,15.0,35.0,1.0,27.0,6.0,26.0,10.0,671.0,986.0,0.0,0.0,0.0,0.0,133.0,0.0,1008.0,61.0,0.0,56.0,0.0,528.0,37.0,14.0,2043.0,193.0,12804
17031711300,6.0,321.0,938.0,445.0,0.0,21.0,651.0,0.0,76.0,191.0,0.0,9.0,15.0,0.0,14.0,3.0,6.0,10.0,272.0,303.0,0.0,0.0,0.0,1.0,52.0,0.0,377.0,24.0,0.0,14.0,0.0,206.0,16.0,4.0,944.0,63.0,4982
17031711400,19.0,753.0,2401.0,640.0,2.0,43.0,1265.0,3.0,287.0,362.0,0.0,29.0,19.0,0.0,53.0,8.0,12.0,18.0,617.0,1996.0,0.0,0.0,0.0,0.0,113.0,0.0,715.0,22.0,1.0,60.0,0.0,660.0,26.0,7.0,1893.0,223.0,12247
17031711500,21.0,582.0,1814.0,629.0,0.0,30.0,1092.0,4.0,154.0,273.0,0.0,29.0,19.0,0.0,29.0,2.0,13.0,0.0,426.0,799.0,0.0,0.0,0.0,0.0,113.0,0.0,775.0,4.0,0.0,31.0,0.0,300.0,18.0,5.0,1305.0,102.0,8569
17031720100,5.0,280.0,426.0,519.0,0.0,12.0,762.0,0.0,352.0,488.0,0.0,1.0,2.0,0.0,4.0,0.0,13.0,1.0,207.0,87.0,0.0,0.0,0.0,2.0,49.0,0.0,344.0,0.0,0.0,25.0,0.0,222.0,20.0,3.0,2121.0,24.0,5969
17031720200,7.0,342.0,697.0,472.0,0.0,14.0,844.0,1.0,139.0,323.0,0.0,2.0,4.0,0.0,4.0,8.0,17.0,3.0,302.0,139.0,0.0,0.0,0.0,1.0,69.0,0.0,553.0,1.0,0.0,23.0,0.0,163.0,19.0,2.0,1316.0,33.0,5498
17031720300,4.0,177.0,344.0,331.0,0.0,7.0,545.0,0.0,84.0,308.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,5.0,196.0,82.0,0.0,0.0,0.0,0.0,34.0,0.0,329.0,0.0,0.0,17.0,0.0,110.0,9.0,2.0,993.0,12.0,3612
17031720400,4.0,98.0,183.0,182.0,0.0,3.0,247.0,1.0,60.0,202.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,16.0,67.0,60.0,0.0,0.0,0.0,0.0,22.0,0.0,193.0,0.0,0.0,14.0,0.0,45.0,8.0,2.0,458.0,6.0,1881
17031720500,5.0,74.0,226.0,125.0,0.0,6.0,383.0,0.0,68.0,131.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,33.0,61.0,65.0,0.0,0.0,0.0,0.0,22.0,0.0,131.0,1.0,0.0,14.0,0.0,59.0,9.0,3.0,468.0,5.0,1905
17031720600,1.0,82.0,236.0,165.0,0.0,1.0,283.0,0.0,56.0,112.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,20.0,74.0,48.0,0.0,0.0,0.0,1.0,9.0,0.0,122.0,0.0,0.0,8.0,0.0,56.0,7.0,0.0,591.0,5.0,1892
17031720700,2.0,322.0,711.0,438.0,0.0,16.0,666.0,0.0,96.0,334.0,0.0,0.0,4.0,0.0,6.0,2.0,8.0,3.0,284.0,157.0,0.0,0.0,0.0,0.0,56.0,0.0,528.0,0.0,0.0,25.0,0.0,142.0,25.0,7.0,1071.0,28.0,4931
17031730100,9.0,417.0,1127.0,431.0,0.0,28.0,879.0,0.0,170.0,247.0,0.0,17.0,12.0,0.0,12.0,3.0,9.0,1.0,365.0,557.0,0.0,0.0,0.0,2.0,70.0,0.0,548.0,8.0,0.0,30.0,0.0,241.0,21.0,2.0,1177.0,105.0,6488
17031730201,22.0,1229.0,3326.0,1163.0,1.0,63.0,2268.0,2.0,343.0,764.0,0.0,26.0,34.0,0.0,46.0,4.0,33.0,22.0,958.0,1467.0,0.0,0.0,0.0,2.0,177.0,0.0,1483.0,34.0,0.0,88.0,0.0,680.0,61.0,13.0,3500.0,248.0,18057
17031730202,10.0,491.0,1293.0,589.0,1.0,31.0,984.0,1.0,153.0,259.0,0.0,6.0,17.0,0.0,14.0,2.0,7.0,2.0,427.0,565.0,0.0,1.0,0.0,0.0,71.0,0.0,647.0,6.0,1.0,27.0,0.0,271.0,27.0,3.0,1268.0,94.0,7268
17031730300,7.0,257.0,751.0,275.0,0.0,17.0,522.0,2.0,143.0,177.0,0.0,21.0,16.0,0.0,12.0,0.0,7.0,5.0,235.0,464.0,0.0,0.0,0.0,0.0,16.0,0.0,313.0,35.0,0.0,28.0,0.0,170.0,11.0,3.0,922.0,70.0,4479
17031730400,12.0,956.0,2411.0,596.0,2.0,52.0,1429.0,5.0,401.0,423.0,0.0,23.0,27.0,0.0,31.0,5.0,29.0,10.0,563.0,1078.0,0.0,0.0,0.0,0.0,117.0,0.0,950.0,12.0,0.0,59.0,0.0,546.0,59.0,11.0,2256.0,188.0,12251
17031730500,31.0,908.0,2515.0,848.0,1.0,86.0,1836.0,3.0,235.0,382.0,0.0,27.0,22.0,0.0,33.0,4.0,24.0,4.0,968.0,1306.0,0.0,0.0,0.0,1.0,126.0,0.0,1049.0,42.0,0.0,55.0,0.0,609.0,70.0,7.0,2048.0,213.0,13453
17031730600,10.0,669.0,1718.0,658.0,1.0,37.0,1278.0,0.0,225.0,416.0,0.0,23.0,19.0,0.0,24.0,12.0,15.0,3.0,569.0,1059.0,0.0,0.0,0.0,1.0,88.0,0.0,850.0,5.0,0.0,46.0,0.0,422.0,24.0,4.0,1546.0,129.0,9851
17031730700,14.0,1054.0,2666.0,576.0,0.0,31.0,1228.0,1.0,345.0,352.0,0.0,24.0,15.0,1.0,34.0,5.0,11.0,4.0,399.0,1321.0,0.0,0.0,0.0,1.0,85.0,0.0,676.0,2.0,0.0,211.0,0.0,471.0,38.0,3.0,1912.0,172.0,11652
17031740100,9.0,237.0,507.0,176.0,0.0,11.0,554.0,0.0,93.0,317.0,0.0,0.0,2.0,0.0,7.0,6.0,25.0,19.0,77.0,124.0,0.0,0.0,0.0,4.0,83.0,0.0,385.0,1.0,0.0,19.0,0.0,50.0,8.0,2.0,935.0,12.0,3663
17031740200,2.0,205.0,404.0,119.0,1.0,13.0,580.0,1.0,125.0,276.0,0.0,0.0,0.0,0.0,3.0,2.0,35.0,23.0,66.0,113.0,0.0,0.0,0.0,0.0,61.0,0.0,368.0,4.0,0.0,16.0,0.0,46.0,17.0,6.0,1046.0,10.0,3542
17031740300,1.0,296.0,602.0,197.0,0.0,10.0,610.0,0.0,97.0,190.0,0.0,2.0,1.0,0.0,3.0,5.0,23.0,25.0,69.0,170.0,0.0,0.0,0.0,0.0,48.0,1.0,342.0,0.0,0.0,30.0,0.0,34.0,26.0,0.0,906.0,23.0,3711
17031740400,6.0,335.0,726.0,205.0,1.0,8.0,743.0,0.0,108.0,249.0,0.0,1.0,0.0,0.0,1.0,8.0,30.0,21.0,109.0,120.0,0.0,0.0,0.0,1.0,58.0,0.0,493.0,1.0,0.0,27.0,0.0,52.0,29.0,10.0,843.0,13.0,4198
17031750100,15.0,883.0,2368.0,801.0,0.0,46.0,1738.0,2.0,272.0,478.0,0.0,22.0,20.0,0.0,31.0,9.0,25.0,6.0,520.0,1234.0,0.0,0.0,0.0,1.0,113.0,0.0,1010.0,6.0,0.0,77.0,0.0,422.0,31.0,5.0,1821.0,198.0,12154
17031750200,3.0,321.0,770.0,335.0,0.0,15.0,686.0,1.0,111.0,286.0,0.0,3.0,0.0,0.0,7.0,2.0,16.0,3.0,277.0,250.0,0.0,0.0,0.0,1.0,101.0,0.0,502.0,2.0,0.0,21.0,0.0,142.0,16.0,4.0,1078.0,29.0,4982
17031750300,2.0,127.0,314.0,208.0,0.0,4.0,407.0,0.0,81.0,202.0,0.0,0.0,1.0,0.0,4.0,2.0,12.0,11.0,114.0,76.0,0.0,0.0,0.0,1.0,22.0,0.0,251.0,3.0,0.0,9.0,0.0,53.0,9.0,2.0,844.0,15.0,2774
17031750400,4.0,180.0,419.0,292.0,0.0,5.0,519.0,0.0,135.0,307.0,0.0,1.0,1.0,0.0,8.0,2.0,6.0,22.0,144.0,70.0,0.0,0.0,0.0,0.0,42.0,0.0,331.0,3.0,0.0,12.0,0.0,85.0,9.0,1.0,1031.0,13.0,3642
17031750500,29.0,1339.0,3416.0,895.0,1.0,59.0,1857.0,2.0,461.0,798.0,0.0,23.0,26.0,0.0,34.0,23.0,38.0,11.0,678.0,1245.0,0.0,1.0,0.0,4.0,214.0,0.0,1391.0,1.0,2.0,234.0,0.0,470.0,61.0,11.0,4169.0,188.0,17681
17031750600,25.0,1177.0,3022.0,1028.0,3.0,54.0,1868.0,2.0,397.0,527.0,0.0,24.0,34.0,0.0,44.0,11.0,28.0,12.0,735.0,1592.0,0.0,0.0,0.0,0.0,115.0,0.0,1060.0,1.0,0.0,80.0,0.0,570.0,42.0,9.0,2800.0,226.0,15486
17031760801,4.0,151.0,439.0,115.0,0.0,20.0,498.0,0.0,68.0,209.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,215.0,63.0,0.0,0.0,0.0,1.0,15.0,1.0,402.0,27.0,0.0,24.0,0.0,42.0,23.0,1.0,1300.0,6.0,3635
17031760802,0.0,67.0,163.0,63.0,0.0,5.0,184.0,0.0,17.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,39.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,138.0,0.0,0.0,6.0,0.0,7.0,2.0,1.0,249.0,3.0,1062
17031760803,5.0,283.0,1000.0,210.0,0.0,18.0,968.0,1.0,93.0,223.0,0.0,0.0,2.0,0.0,5.0,5.0,6.0,7.0,319.0,86.0,1.0,1.0,0.0,1.0,40.0,0.0,638.0,9.0,0.0,15.0,0.0,36.0,23.0,8.0,1019.0,10.0,5032
17031770602,0.0,4.0,3.0,0.0,0.0,0.0,13.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,1.0,81
17031770902,0.0,58.0,187.0,21.0,0.0,4.0,161.0,0.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,24.0,14.0,0.0,0.0,0.0,1.0,4.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,3.0,0.0,99.0,2.0,757
17031810400,0.0,53.0,121.0,25.0,0.0,9.0,145.0,0.0,22.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,28.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,56.0,17.0,0.0,9.0,0.0,24.0,9.0,0.0,586.0,3.0,1214
17031821402,0.0,1.0,9.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,63
17031823304,1.0,6.0,22.0,5.0,0.0,0.0,43.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,35.0,0.0,151
17031830500,35.0,586.0,1327.0,505.0,0.0,39.0,982.0,1.0,138.0,181.0,0.0,1.0,17.0,0.0,10.0,4.0,11.0,29.0,597.0,429.0,0.0,0.0,0.0,2.0,52.0,0.0,568.0,7.0,0.0,86.0,0.0,277.0,39.0,6.0,1571.0,74.0,7574
17031830600,10.0,723.0,2180.0,438.0,0.0,32.0,1243.0,2.0,433.0,454.0,0.0,39.0,4.0,0.0,48.0,9.0,16.0,58.0,334.0,1013.0,0.0,0.0,0.0,1.0,82.0,1.0,809.0,92.0,0.0,117.0,0.0,334.0,45.0,3.0,1849.0,106.0,10475
17031830700,14.0,1625.0,4356.0,452.0,0.0,93.0,1380.0,5.0,1156.0,2284.0,0.0,13.0,22.0,0.0,36.0,11.0,15.0,44.0,361.0,3496.0,0.0,1.0,0.0,1.0,104.0,2.0,943.0,270.0,1.0,226.0,0.0,853.0,118.0,6.0,4917.0,126.0,22931
17031830800,3.0,118.0,361.0,270.0,0.0,13.0,601.0,0.0,88.0,223.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,10.0,166.0,71.0,0.0,1.0,0.0,1.0,10.0,0.0,213.0,4.0,1.0,31.0,0.0,101.0,23.0,4.0,1448.0,10.0,3777
17031830900,14.0,455.0,1170.0,531.0,0.0,22.0,1172.0,2.0,141.0,855.0,0.0,3.0,6.0,0.0,9.0,2.0,10.0,31.0,649.0,207.0,0.0,0.0,0.0,1.0,28.0,0.0,422.0,7.0,0.0,46.0,0.0,315.0,30.0,1.0,6739.0,38.0,12906
17031831000,6.0,138.0,373.0,619.0,0.0,8.0,628.0,0.0,81.0,213.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,309.0,49.0,0.0,0.0,0.0,3.0,13.0,0.0,129.0,12.0,1.0,7.0,0.0,201.0,19.0,0.0,2154.0,9.0,4986
17031831100,35.0,731.0,2150.0,1137.0,1.0,46.0,1953.0,0.0,279.0,749.0,0.0,13.0,13.0,0.0,14.0,11.0,19.0,50.0,1097.0,696.0,0.0,0.0,0.0,2.0,78.0,0.0,810.0,20.0,0.0,107.0,0.0,635.0,86.0,9.0,4471.0,84.0,15296
17031831200,42.0,570.0,1663.0,584.0,1.0,42.0,1033.0,3.0,136.0,179.0,0.0,10.0,12.0,0.0,33.0,8.0,10.0,27.0,590.0,806.0,0.0,2.0,0.0,1.0,86.0,0.0,734.0,184.0,0.0,84.0,0.0,314.0,26.0,4.0,1168.0,127.0,8479
17031831300,18.0,446.0,1075.0,343.0,2.0,15.0,657.0,0.0,232.0,379.0,0.0,6.0,7.0,0.0,25.0,3.0,6.0,22.0,408.0,737.0,0.0,0.0,0.0,0.0,29.0,0.0,366.0,780.0,0.0,40.0,0.0,449.0,11.0,4.0,4500.0,100.0,10660
17031831400,25.0,975.0,2571.0,558.0,2.0,103.0,1308.0,9.0,234.0,342.0,0.0,24.0,26.0,2.0,59.0,5.0,12.0,14.0,846.0,2926.0,1.0,0.0,0.0,2.0,75.0,0.0,758.0,2308.0,0.0,73.0,0.0,819.0,58.0,2.0,2278.0,175.0,16590
17031831500,13.0,468.0,1042.0,516.0,0.0,20.0,988.0,1.0,135.0,510.0,0.0,2.0,3.0,0.0,12.0,5.0,8.0,12.0,561.0,196.0,0.0,0.0,0.0,0.0,50.0,0.0,499.0,0.0,0.0,42.0,0.0,256.0,27.0,3.0,4793.0,21.0,10183
17031831600,29.0,580.0,1521.0,730.0,0.0,24.0,1462.0,1.0,142.0,494.0,0.0,10.0,7.0,1.0,8.0,7.0,16.0,18.0,796.0,289.0,0.0,0.0,0.0,1.0,77.0,0.0,796.0,17.0,0.0,55.0,0.0,217.0,27.0,5.0,2640.0,36.0,10006
17031831700,4.0,233.0,573.0,293.0,0.0,21.0,623.0,1.0,100.0,398.0,0.0,1.0,1.0,0.0,7.0,2.0,4.0,11.0,329.0,423.0,0.0,0.0,0.0,2.0,23.0,0.0,332.0,18.0,0.0,23.0,0.0,159.0,17.0,2.0,3879.0,11.0,7490
17031831800,21.0,401.0,1223.0,786.0,0.0,30.0,1242.0,3.0,239.0,317.0,0.0,26.0,5.0,0.0,8.0,7.0,9.0,28.0,501.0,443.0,0.0,0.0,0.0,2.0,61.0,0.0,528.0,0.0,0.0,62.0,0.0,194.0,55.0,6.0,2259.0,71.0,8527
17031831900,3.0,59.0,248.0,430.0,0.0,10.0,489.0,1.0,66.0,198.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,6.0,203.0,34.0,0.0,0.0,0.0,1.0,7.0,0.0,155.0,0.0,0.0,11.0,0.0,125.0,14.0,4.0,1267.0,6.0,3346
17031832000,9.0,271.0,1844.0,362.0,1.0,44.0,674.0,1.0,238.0,627.0,0.0,2.0,8.0,0.0,26.0,0.0,2.0,52.0,184.0,247.0,0.0,0.0,0.0,0.0,5.0,0.0,293.0,28.0,1.0,126.0,0.0,302.0,26.0,0.0,2593.0,34.0,8000
17031832100,3.0,285.0,780.0,373.0,0.0,34.0,545.0,3.0,163.0,319.0,0.0,5.0,2.0,0.0,4.0,4.0,2.0,10.0,184.0,305.0,0.0,0.0,0.0,1.0,10.0,0.0,227.0,27.0,0.0,43.0,0.0,240.0,33.0,5.0,1566.0,12.0,5185
17031832200,1.0,132.0,419.0,735.0,0.0,10.0,692.0,1.0,80.0,258.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,13.0,319.0,39.0,0.0,0.0,0.0,0.0,12.0,0.0,207.0,7.0,0.0,19.0,0.0,173.0,16.0,4.0,1770.0,6.0,4924
17031832300,10.0,200.0,681.0,636.0,0.0,16.0,973.0,0.0,99.0,370.0,0.0,2.0,2.0,0.0,4.0,3.0,3.0,15.0,560.0,66.0,0.0,0.0,0.0,0.0,10.0,0.0,214.0,22.0,0.0,20.0,0.0,155.0,13.0,1.0,3896.0,9.0,7980
17031832400,19.0,321.0,869.0,504.0,0.0,17.0,832.0,1.0,126.0,215.0,0.0,2.0,11.0,0.0,6.0,4.0,3.0,20.0,318.0,314.0,0.0,0.0,0.0,0.0,37.0,0.0,303.0,70.0,1.0,43.0,0.0,250.0,33.0,0.0,1473.0,56.0,5848
17031832500,6.0,333.0,850.0,689.0,0.0,24.0,1117.0,2.0,252.0,695.0,0.0,0.0,3.0,0.0,4.0,3.0,9.0,46.0,342.0,125.0,0.0,0.0,0.0,0.0,22.0,0.0,360.0,5.0,0.0,30.0,0.0,227.0,32.0,2.0,4592.0,14.0,9784
