City,Metro,Date,All Beds,1 Beds,2 Beds
Milwaukee,Milwaukee,12/1/2017,"1,256","1,105","1,398"
Milwaukee,Milwaukee,1/1/2018,"1,254","1,098","1,398"
Milwaukee,Milwaukee,2/1/2018,"1,244","1,081","1,395"
Milwaukee,Milwaukee,3/1/2018,"1,266","1,111","1,408"
Milwaukee,Milwaukee,4/1/2018,"1,269","1,105","1,424"
Milwaukee,Milwaukee,5/1/2018,"1,239","1,088","1,395"
Milwaukee,Milwaukee,6/1/2018,"1,286","1,086","1,440"
Milwaukee,Milwaukee,7/1/2018,"1,280","1,063","1,442"
Milwaukee,Milwaukee,8/1/2018,"1,243","1,020","1,429"
Milwaukee,Milwaukee,9/1/2018,"1,195",957,"1,416"
Milwaukee,Milwaukee,10/1/2018,"1,211","1,000","1,402"
Milwaukee,Milwaukee,11/1/2018,"1,279","1,069","1,479"
Milwaukee,Milwaukee,12/1/2018,"1,252","1,053","1,451"
Milwaukee,Milwaukee,1/1/2019,"1,293","1,084","1,480"
Milwaukee,Milwaukee,2/1/2019,"1,422","1,214","1,600"
Milwaukee,Milwaukee,3/1/2019,"1,443","1,221","1,627"
Milwaukee,Milwaukee,4/1/2019,"1,422","1,213","1,595"
Milwaukee,Milwaukee,10/1/2019,"1,308","1,120","1,474"
Milwaukee,Milwaukee,11/1/2019,"1,247","1,118","1,382"
Milwaukee,Milwaukee,12/1/2019,"1,180","1,110","1,273"
Milwaukee,Milwaukee,1/1/2020,"1,174","1,108","1,269"
Milwaukee,Milwaukee,3/1/2020,"1,149","1,047","1,308"
Milwaukee,Milwaukee,4/1/2020,"1,160","1,048","1,335"
Milwaukee,Milwaukee,5/1/2020,"1,318","1,131","1,487"
Pittsburgh,Pittsburgh,1/1/2011,925,880,903
Pittsburgh,Pittsburgh,2/1/2011,826,866,883
Pittsburgh,Pittsburgh,3/1/2011,770,838,797
Pittsburgh,Pittsburgh,4/1/2011,750,822,772
Pittsburgh,Pittsburgh,5/1/2011,786,786,895
Pittsburgh,Pittsburgh,6/1/2011,763,721,842
Pittsburgh,Pittsburgh,7/1/2011,858,731,986
Pittsburgh,Pittsburgh,8/1/2011,985,755,"1,178"
Pittsburgh,Pittsburgh,9/1/2011,"1,071",845,"1,211"
Pittsburgh,Pittsburgh,10/1/2011,"1,128",910,"1,280"
Pittsburgh,Pittsburgh,11/1/2011,"1,115",896,"1,256"
Pittsburgh,Pittsburgh,12/1/2011,"1,042",870,"1,166"
Pittsburgh,Pittsburgh,1/1/2012,"1,090",887,"1,204"
Pittsburgh,Pittsburgh,2/1/2012,"1,040",814,"1,166"
Pittsburgh,Pittsburgh,3/1/2012,"1,042",839,"1,162"
Pittsburgh,Pittsburgh,4/1/2012,"1,195",954,"1,342"
Pittsburgh,Pittsburgh,5/1/2012,"1,094",875,"1,207"
Pittsburgh,Pittsburgh,6/1/2012,"1,089",868,"1,214"
Pittsburgh,Pittsburgh,7/1/2012,"1,017",828,"1,152"
Pittsburgh,Pittsburgh,8/1/2012,"1,042",848,"1,187"
Pittsburgh,Pittsburgh,9/1/2012,"1,093",913,"1,228"
Pittsburgh,Pittsburgh,10/1/2012,"1,206","1,067","1,308"
Pittsburgh,Pittsburgh,11/1/2012,"1,231","1,091","1,349"
Pittsburgh,Pittsburgh,12/1/2012,"1,337","1,323","1,394"
Pittsburgh,Pittsburgh,1/1/2013,"1,323","1,341","1,353"
Pittsburgh,Pittsburgh,2/1/2013,"1,327","1,303","1,460"
Pittsburgh,Pittsburgh,3/1/2013,"1,365","1,178","1,561"
Pittsburgh,Pittsburgh,4/1/2013,"1,248","1,123","1,427"
Pittsburgh,Pittsburgh,5/1/2013,"1,368","1,149","1,576"
Pittsburgh,Pittsburgh,6/1/2013,"1,433","1,231","1,608"
Pittsburgh,Pittsburgh,7/1/2013,"1,299","1,178","1,424"
Pittsburgh,Pittsburgh,8/1/2013,"1,296","1,142","1,471"
Pittsburgh,Pittsburgh,9/1/2013,"1,328","1,170","1,481"
Pittsburgh,Pittsburgh,10/1/2013,"1,371","1,211","1,540"
Pittsburgh,Pittsburgh,11/1/2013,"1,339","1,244","1,432"
Pittsburgh,Pittsburgh,12/1/2013,"1,282","1,187","1,347"
Pittsburgh,Pittsburgh,1/1/2014,"1,248","1,115","1,318"
Pittsburgh,Pittsburgh,2/1/2014,"1,233",972,"1,345"
Pittsburgh,Pittsburgh,3/1/2014,"1,180",962,"1,314"
Pittsburgh,Pittsburgh,4/1/2014,"1,162","1,010","1,328"
Pittsburgh,Pittsburgh,5/1/2014,"1,153",964,"1,355"
Pittsburgh,Pittsburgh,6/1/2014,"1,176",996,"1,368"
Pittsburgh,Pittsburgh,7/1/2014,"1,183",995,"1,350"
Pittsburgh,Pittsburgh,8/1/2014,"1,150",978,"1,296"
Pittsburgh,Pittsburgh,9/1/2014,"1,177","1,011","1,341"
Pittsburgh,Pittsburgh,10/1/2014,"1,163","1,005","1,365"
Pittsburgh,Pittsburgh,11/1/2014,"1,179","1,009","1,385"
Pittsburgh,Pittsburgh,12/1/2014,"1,194","1,017","1,359"
Pittsburgh,Pittsburgh,1/1/2015,"1,175","1,014","1,388"
Pittsburgh,Pittsburgh,2/1/2015,"1,185","1,041","1,364"
Pittsburgh,Pittsburgh,3/1/2015,"1,164","1,019","1,363"
Pittsburgh,Pittsburgh,4/1/2015,"1,170","1,027","1,324"
Pittsburgh,Pittsburgh,5/1/2015,"1,206","1,018","1,344"
Pittsburgh,Pittsburgh,6/1/2015,"1,206","1,021","1,381"
Pittsburgh,Pittsburgh,7/1/2015,"1,231","1,068","1,389"
Pittsburgh,Pittsburgh,8/1/2015,"1,278","1,119","1,475"
Pittsburgh,Pittsburgh,9/1/2015,"1,354","1,196","1,580"
Pittsburgh,Pittsburgh,10/1/2015,"1,360","1,205","1,613"
Pittsburgh,Pittsburgh,11/1/2015,"1,333","1,178","1,582"
Pittsburgh,Pittsburgh,12/1/2015,"1,308","1,158","1,482"
Pittsburgh,Pittsburgh,1/1/2016,"1,284","1,129","1,474"
Pittsburgh,Pittsburgh,2/1/2016,"1,306","1,164","1,535"
Pittsburgh,Pittsburgh,3/1/2016,"1,310","1,166","1,566"
Pittsburgh,Pittsburgh,4/1/2016,"1,287","1,146","1,538"
Pittsburgh,Pittsburgh,5/1/2016,"1,304","1,159","1,544"
Pittsburgh,Pittsburgh,6/1/2016,"1,298","1,147","1,562"
Pittsburgh,Pittsburgh,7/1/2016,"1,295","1,163","1,514"
Pittsburgh,Pittsburgh,8/1/2016,"1,298","1,161","1,521"
Pittsburgh,Pittsburgh,9/1/2016,"1,342","1,185","1,547"
Pittsburgh,Pittsburgh,10/1/2016,"1,350","1,200","1,554"
Pittsburgh,Pittsburgh,11/1/2016,"1,367","1,193","1,645"
Pittsburgh,Pittsburgh,12/1/2016,"1,311","1,155","1,523"
Pittsburgh,Pittsburgh,1/1/2017,"1,268","1,105","1,475"
Pittsburgh,Pittsburgh,2/1/2017,"1,251","1,091","1,454"
Pittsburgh,Pittsburgh,3/1/2017,"1,208","1,050","1,391"
Pittsburgh,Pittsburgh,4/1/2017,"1,233","1,081","1,434"
Pittsburgh,Pittsburgh,5/1/2017,"1,242","1,096","1,424"
Pittsburgh,Pittsburgh,6/1/2017,"1,250","1,110","1,426"
Pittsburgh,Pittsburgh,7/1/2017,"1,286","1,140","1,467"
Pittsburgh,Pittsburgh,8/1/2017,"1,275","1,143","1,462"
Pittsburgh,Pittsburgh,9/1/2017,"1,266","1,120","1,445"
Pittsburgh,Pittsburgh,10/1/2017,"1,278","1,131","1,447"
Pittsburgh,Pittsburgh,11/1/2017,"1,250","1,076","1,436"
Pittsburgh,Pittsburgh,12/1/2017,"1,242","1,062","1,410"
Pittsburgh,Pittsburgh,1/1/2018,"1,225","1,046","1,414"
Pittsburgh,Pittsburgh,2/1/2018,"1,223","1,054","1,423"
Pittsburgh,Pittsburgh,3/1/2018,"1,238","1,077","1,432"
Pittsburgh,Pittsburgh,4/1/2018,"1,255","1,102","1,447"
Pittsburgh,Pittsburgh,5/1/2018,"1,324","1,182","1,463"
Pittsburgh,Pittsburgh,6/1/2018,"1,293","1,142","1,430"
Pittsburgh,Pittsburgh,7/1/2018,"1,326","1,165","1,481"
Pittsburgh,Pittsburgh,8/1/2018,"1,346","1,169","1,525"
Pittsburgh,Pittsburgh,9/1/2018,"1,309","1,146","1,474"
Pittsburgh,Pittsburgh,10/1/2018,"1,263","1,115","1,404"
Pittsburgh,Pittsburgh,11/1/2018,"1,258","1,117","1,387"
Pittsburgh,Pittsburgh,12/1/2018,"1,271","1,137","1,396"
Pittsburgh,Pittsburgh,1/1/2019,"1,294","1,142","1,424"
Pittsburgh,Pittsburgh,2/1/2019,"1,292","1,140","1,421"
Pittsburgh,Pittsburgh,3/1/2019,"1,308","1,164","1,452"
Pittsburgh,Pittsburgh,4/1/2019,"1,335","1,207","1,531"
Pittsburgh,Pittsburgh,10/1/2019,"1,357","1,202","1,553"
Pittsburgh,Pittsburgh,11/1/2019,"1,279","1,166","1,465"
Pittsburgh,Pittsburgh,12/1/2019,"1,232","1,110","1,393"
Pittsburgh,Pittsburgh,1/1/2020,"1,216","1,101","1,381"
Pittsburgh,Pittsburgh,3/1/2020,"1,278","1,128","1,443"
Pittsburgh,Pittsburgh,4/1/2020,"1,321","1,150","1,505"
Pittsburgh,Pittsburgh,5/1/2020,"1,398","1,266","1,585"
St. Louis,St. Louis,1/1/2011,757,564,841
St. Louis,St. Louis,2/1/2011,774,574,906
St. Louis,St. Louis,3/1/2011,795,582,916
St. Louis,St. Louis,4/1/2011,787,586,923
St. Louis,St. Louis,5/1/2011,776,618,939
St. Louis,St. Louis,6/1/2011,771,635,943
St. Louis,St. Louis,7/1/2011,788,627,957
St. Louis,St. Louis,8/1/2011,824,640,944
St. Louis,St. Louis,9/1/2011,889,732,"1,020"
St. Louis,St. Louis,10/1/2011,902,743,"1,048"
St. Louis,St. Louis,11/1/2011,911,758,"1,056"
St. Louis,St. Louis,12/1/2011,871,705,"1,005"
St. Louis,St. Louis,1/1/2012,874,715,"1,005"
St. Louis,St. Louis,2/1/2012,854,699,998
St. Louis,St. Louis,3/1/2012,840,691,991
St. Louis,St. Louis,4/1/2012,838,690,973
St. Louis,St. Louis,5/1/2012,851,689,981
St. Louis,St. Louis,6/1/2012,835,698,961
St. Louis,St. Louis,7/1/2012,887,720,"1,038"
St. Louis,St. Louis,8/1/2012,896,722,"1,029"
St. Louis,St. Louis,9/1/2012,856,701,"1,004"
St. Louis,St. Louis,10/1/2012,855,721,981
St. Louis,St. Louis,11/1/2012,859,705,964
St. Louis,St. Louis,12/1/2012,864,706,975
St. Louis,St. Louis,1/1/2013,836,687,959
St. Louis,St. Louis,2/1/2013,866,720,"1,002"
St. Louis,St. Louis,3/1/2013,845,682,992
St. Louis,St. Louis,4/1/2013,852,694,988
St. Louis,St. Louis,5/1/2013,845,692,986
St. Louis,St. Louis,6/1/2013,847,694,981
St. Louis,St. Louis,7/1/2013,855,693,989
St. Louis,St. Louis,8/1/2013,874,724,"1,012"
St. Louis,St. Louis,9/1/2013,876,724,"1,018"
St. Louis,St. Louis,10/1/2013,881,723,"1,021"
St. Louis,St. Louis,11/1/2013,876,716,"1,011"
St. Louis,St. Louis,12/1/2013,878,712,"1,013"
St. Louis,St. Louis,1/1/2014,926,759,"1,058"
St. Louis,St. Louis,2/1/2014,928,768,"1,064"
St. Louis,St. Louis,3/1/2014,886,756,"1,019"
St. Louis,St. Louis,4/1/2014,938,788,"1,098"
St. Louis,St. Louis,5/1/2014,"1,037",861,"1,210"
St. Louis,St. Louis,6/1/2014,"1,078",917,"1,226"
St. Louis,St. Louis,7/1/2014,"1,067",876,"1,207"
St. Louis,St. Louis,8/1/2014,"1,044",847,"1,211"
St. Louis,St. Louis,9/1/2014,"1,059",883,"1,203"
St. Louis,St. Louis,10/1/2014,984,871,"1,142"
St. Louis,St. Louis,11/1/2014,"1,035",884,"1,182"
St. Louis,St. Louis,12/1/2014,"1,020",877,"1,180"
St. Louis,St. Louis,1/1/2015,"1,023",894,"1,208"
St. Louis,St. Louis,2/1/2015,986,864,"1,137"
St. Louis,St. Louis,3/1/2015,996,845,"1,154"
St. Louis,St. Louis,4/1/2015,"1,003",857,"1,127"
St. Louis,St. Louis,5/1/2015,"1,045",915,"1,156"
St. Louis,St. Louis,6/1/2015,"1,022",882,"1,153"
St. Louis,St. Louis,7/1/2015,"1,022",889,"1,147"
St. Louis,St. Louis,8/1/2015,"1,031",912,"1,156"
St. Louis,St. Louis,9/1/2015,"1,043",925,"1,161"
St. Louis,St. Louis,10/1/2015,"1,050",915,"1,188"
St. Louis,St. Louis,11/1/2015,"1,040",895,"1,196"
St. Louis,St. Louis,12/1/2015,"1,023",879,"1,184"
St. Louis,St. Louis,1/1/2016,"1,026",878,"1,194"
St. Louis,St. Louis,2/1/2016,"1,053",928,"1,192"
St. Louis,St. Louis,3/1/2016,"1,072",937,"1,222"
St. Louis,St. Louis,4/1/2016,"1,072",915,"1,244"
St. Louis,St. Louis,5/1/2016,"1,085",921,"1,251"
St. Louis,St. Louis,6/1/2016,"1,106",927,"1,268"
St. Louis,St. Louis,7/1/2016,"1,081",906,"1,229"
St. Louis,St. Louis,8/1/2016,"1,105",922,"1,254"
St. Louis,St. Louis,9/1/2016,"1,147",981,"1,309"
St. Louis,St. Louis,10/1/2016,"1,161",985,"1,353"
St. Louis,St. Louis,11/1/2016,"1,200",998,"1,393"
St. Louis,St. Louis,12/1/2016,"1,181",998,"1,370"
St. Louis,St. Louis,1/1/2017,"1,163",970,"1,337"
St. Louis,St. Louis,2/1/2017,"1,156",962,"1,313"
St. Louis,St. Louis,3/1/2017,"1,167",981,"1,339"
St. Louis,St. Louis,4/1/2017,"1,169",997,"1,326"
St. Louis,St. Louis,5/1/2017,"1,176","1,007","1,334"
St. Louis,St. Louis,6/1/2017,"1,154",996,"1,316"
St. Louis,St. Louis,7/1/2017,"1,138",983,"1,291"
St. Louis,St. Louis,8/1/2017,"1,127",992,"1,262"
St. Louis,St. Louis,9/1/2017,"1,138",995,"1,282"
St. Louis,St. Louis,10/1/2017,"1,131",977,"1,274"
St. Louis,St. Louis,11/1/2017,"1,131",972,"1,272"
St. Louis,St. Louis,12/1/2017,"1,108",956,"1,246"
St. Louis,St. Louis,1/1/2018,"1,109",959,"1,261"
St. Louis,St. Louis,2/1/2018,"1,141",989,"1,310"
St. Louis,St. Louis,3/1/2018,"1,148",992,"1,322"
St. Louis,St. Louis,4/1/2018,"1,205","1,024","1,373"
St. Louis,St. Louis,5/1/2018,"1,280","1,096","1,471"
St. Louis,St. Louis,6/1/2018,"1,296","1,092","1,479"
St. Louis,St. Louis,7/1/2018,"1,263","1,078","1,424"
St. Louis,St. Louis,8/1/2018,"1,271","1,054","1,443"
St. Louis,St. Louis,9/1/2018,"1,293","1,062","1,476"
St. Louis,St. Louis,10/1/2018,"1,254","1,042","1,419"
St. Louis,St. Louis,11/1/2018,"1,232","1,026","1,400"
St. Louis,St. Louis,12/1/2018,"1,236","1,021","1,422"
St. Louis,St. Louis,1/1/2019,"1,258","1,042","1,451"
St. Louis,St. Louis,2/1/2019,"1,252","1,040","1,430"
St. Louis,St. Louis,3/1/2019,"1,271","1,060","1,444"
St. Louis,St. Louis,4/1/2019,"1,304","1,076","1,456"
St. Louis,St. Louis,10/1/2019,"1,233","1,054","1,400"
St. Louis,St. Louis,11/1/2019,"1,195","1,010","1,385"
St. Louis,St. Louis,12/1/2019,"1,151",961,"1,333"
St. Louis,St. Louis,1/1/2020,"1,183",988,"1,410"
St. Louis,St. Louis,3/1/2020,"1,147",973,"1,322"
St. Louis,St. Louis,4/1/2020,"1,173","1,009","1,337"
St. Louis,St. Louis,5/1/2020,"1,278","1,112","1,455"
