"GEOID","Region","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"37071033100","Charlotte",2016,493,65,23,1.2,1.01
"37071033202","Charlotte",2016,255,38,15,1.35,1.27
"37071033203","Charlotte",2016,421,135,41,2.91,2.1
"37071033204","Charlotte",2016,682,253,66,3.37,2.09
"37071033303","Charlotte",2016,207,9,3,0.4,0.31
"37071033304","Charlotte",2016,226,33,9,1.33,0.86
"37071033305","Charlotte",2016,266,38,8,1.3,0.65
"37071033306","Charlotte",2016,76,5,2,NA,NA
"37071033307","Charlotte",2016,141,23,6,1.48,0.92
"37071033400","Charlotte",2016,414,37,11,0.81,0.57
"37071033500","Charlotte",2016,399,37,14,0.84,0.76
"37097060100","Charlotte",NA,NA,NA,NA,NA,NA
"37097060200","Charlotte",NA,NA,NA,NA,NA,NA
"37097060300","Charlotte",NA,NA,NA,NA,NA,NA
"37097060400","Charlotte",NA,NA,NA,NA,NA,NA
"37097060500","Charlotte",NA,NA,NA,NA,NA,NA
"37097060601","Charlotte",NA,NA,NA,NA,NA,NA
"37097060602","Charlotte",NA,NA,NA,NA,NA,NA
"37097060603","Charlotte",NA,NA,NA,NA,NA,NA
"37097060701","Charlotte",NA,NA,NA,NA,NA,NA
"37097060702","Charlotte",NA,NA,NA,NA,NA,NA
"37097060703","Charlotte",NA,NA,NA,NA,NA,NA
"37097060801","Charlotte",NA,NA,NA,NA,NA,NA
"37097060802","Charlotte",NA,NA,NA,NA,NA,NA
"37097060901","Charlotte",NA,NA,NA,NA,NA,NA
"37097060902","Charlotte",NA,NA,NA,NA,NA,NA
"37097061001","Charlotte",NA,NA,NA,NA,NA,NA
"37097061002","Charlotte",NA,NA,NA,NA,NA,NA
"37097061003","Charlotte",NA,NA,NA,NA,NA,NA
"37097061101","Charlotte",NA,NA,NA,NA,NA,NA
"37097061102","Charlotte",NA,NA,NA,NA,NA,NA
"37097061103","Charlotte",NA,NA,NA,NA,NA,NA
"37097061104","Charlotte",NA,NA,NA,NA,NA,NA
"37097061201","Charlotte",NA,NA,NA,NA,NA,NA
"37097061202","Charlotte",NA,NA,NA,NA,NA,NA
"37097061203","Charlotte",NA,NA,NA,NA,NA,NA
"37097061204","Charlotte",NA,NA,NA,NA,NA,NA
"37097061205","Charlotte",NA,NA,NA,NA,NA,NA
"37097061301","Charlotte",NA,NA,NA,NA,NA,NA
"37097061302","Charlotte",NA,NA,NA,NA,NA,NA
"37097061303","Charlotte",NA,NA,NA,NA,NA,NA
"37097061304","Charlotte",NA,NA,NA,NA,NA,NA
"37097061401","Charlotte",NA,NA,NA,NA,NA,NA
"37097061402","Charlotte",NA,NA,NA,NA,NA,NA
"37097061403","Charlotte",NA,NA,NA,NA,NA,NA
"37097061404","Charlotte",NA,NA,NA,NA,NA,NA
"37097061405","Charlotte",NA,NA,NA,NA,NA,NA
"37097061406","Charlotte",NA,NA,NA,NA,NA,NA
"37097061407","Charlotte",NA,NA,NA,NA,NA,NA
"37097061408","Charlotte",NA,NA,NA,NA,NA,NA
"37097061501","Charlotte",NA,NA,NA,NA,NA,NA
"37097061502","Charlotte",NA,NA,NA,NA,NA,NA
"37097061503","Charlotte",NA,NA,NA,NA,NA,NA
"37097061601","Charlotte",NA,NA,NA,NA,NA,NA
"37097061602","Charlotte",NA,NA,NA,NA,NA,NA
"37109070100","Charlotte",2016,1112,101,66,0.83,1.28
"37109070201","Charlotte",2016,889,74,40,0.76,0.97
"37109070202","Charlotte",2016,256,8,5,0.28,0.42
"37109070300","Charlotte",2016,585,37,26,0.57,0.96
"37109070400","Charlotte",2016,590,30,23,0.46,0.84
"37109070500","Charlotte",2016,435,26,21,0.54,1.04
"37109070600","Charlotte",2016,478,22,17,0.42,0.77
"37109070700","Charlotte",2016,264,18,15,0.62,1.23
"37109070800","Charlotte",2016,728,65,36,0.81,1.07
"37109070901","Charlotte",2016,266,17,11,0.58,0.89
"37109070902","Charlotte",2016,420,8,6,0.17,0.31
"37109071001","Charlotte",2016,405,9,8,0.2,0.43
"37109071002","Charlotte",2016,200,7,7,0.32,0.76
"37109071101","Charlotte",2016,675,28,15,0.38,0.48
"37109071102","Charlotte",2016,283,8,5,0.26,0.38
"37109071201","Charlotte",2016,141,4,1,0.26,0.15
"37109071202","Charlotte",2016,189,4,3,0.19,0.34
"37109071203","Charlotte",2016,215,7,5,0.3,0.5
"37117970100","Charlotte",2016,421,13,7,0.28,0.36
"37117970200","Charlotte",2016,969,94,50,0.88,1.11
"37117970300","Charlotte",2016,714,72,22,0.92,0.67
"37117970400","Charlotte",2016,337,13,8,0.35,0.51
"37117970500","Charlotte",2016,487,20,12,0.37,0.53
"37117970600","Charlotte",2016,520,18,13,0.31,0.54
"37159050201","Charlotte",2016,679,68,37,0.91,1.18
"37159050202","Charlotte",2016,1049,104,59,0.9,1.21
"37159050300","Charlotte",2016,869,174,94,1.82,2.34
"37159050400","Charlotte",2016,628,94,52,1.36,1.79
"37159050500","Charlotte",2016,474,65,25,1.25,1.14
"37159050700","Charlotte",2016,542,82,48,1.37,1.91
"37159050800","Charlotte",2016,723,86,43,1.08,1.28
"37159050901","Charlotte",2016,334,24,18,0.65,1.16
"37159050903","Charlotte",2016,513,25,15,0.44,0.63
"37159050904","Charlotte",2016,235,20,14,0.77,1.29
"37159051001","Charlotte",2016,820,50,36,0.55,0.95
"37159051002","Charlotte",2016,686,45,30,0.6,0.94
"37159051101","Charlotte",2016,590,42,28,0.65,1.03
"37159051102","Charlotte",2016,345,13,8,0.34,0.5
"37159051201","Charlotte",2016,523,56,35,0.97,1.45
"37159051202","Charlotte",2016,260,70,19,2.45,1.58
"37159051204","Charlotte",2016,714,44,19,0.56,0.57
"37159051301","Charlotte",2016,392,29,9,0.67,0.5
"37159051302","Charlotte",2016,350,56,31,1.45,1.91
"37159051303","Charlotte",2016,1136,155,67,1.24,1.27
"37159051400","Charlotte",2016,814,80,46,0.89,1.22
"37159051501","Charlotte",2016,777,149,60,1.74,1.67
"37159051502","Charlotte",2016,297,11,9,0.34,0.65
"37159051600","Charlotte",2016,892,84,40,0.86,0.97
"37159051700","Charlotte",2016,897,53,35,0.54,0.84
"37159051801","Charlotte",2016,413,21,11,0.46,0.58
"37159051802","Charlotte",2016,290,6,3,0.19,0.22
"37159051901","Charlotte",2016,368,22,15,0.54,0.88
"37159051902","Charlotte",2016,566,35,18,0.56,0.69
"37159052000","Charlotte",2016,557,92,50,1.5,1.94
"37167930101","Charlotte",2016,353,14,11,0.36,0.67
"37167930102","Charlotte",2016,330,12,6,0.33,0.39
"37167930200","Charlotte",2016,482,13,7,0.25,0.31
"37167930300","Charlotte",2016,470,7,6,0.14,0.28
"37167930500","Charlotte",2016,594,46,32,0.7,1.16
"37167930700","Charlotte",2016,346,11,9,0.29,0.56
"37167930801","Charlotte",2016,402,12,6,0.27,0.32
"37167930802","Charlotte",2016,427,12,6,0.26,0.3
"37167930900","Charlotte",2016,516,6,6,0.11,0.25
"37167931000","Charlotte",2016,535,35,22,0.59,0.89
"37167931100","Charlotte",2016,674,26,14,0.35,0.45
"37167931201","Charlotte",2016,1560,112,66,0.65,0.91
"37167931202","Charlotte",2016,477,19,13,0.36,0.59
"37179020100","Charlotte",2016,459,15,8,0.3,0.38
"37179020202","Charlotte",2016,471,18,12,0.35,0.55
"37179020203","Charlotte",2016,173,6,4,0.32,0.5
"37179020204","Charlotte",2016,289,8,8,0.25,0.6
"37179020305","Charlotte",2016,222,19,8,0.78,0.78
"37179020306","Charlotte",2016,462,30,15,0.59,0.7
"37179020307","Charlotte",2016,342,39,15,1.04,0.95
"37179020308","Charlotte",2016,327,42,14,1.17,0.92
"37179020309","Charlotte",2016,63,1,1,NA,NA
"37179020310","Charlotte",2016,236,18,5,0.69,0.46
"37179020311","Charlotte",2016,363,17,4,0.43,0.24
"37179020312","Charlotte",2016,605,50,17,0.75,0.61
"37179020313","Charlotte",2016,176,7,7,0.36,0.86
"37179020314","Charlotte",2016,314,17,8,0.49,0.55
"37179020315","Charlotte",2016,172,11,5,0.58,0.63
"37179020316","Charlotte",2016,242,18,6,0.68,0.54
"37179020317","Charlotte",2016,210,29,7,1.25,0.72
"37179020401","Charlotte",2016,664,54,26,0.74,0.85
"37179020403","Charlotte",2016,399,16,11,0.36,0.6
"37179020404","Charlotte",2016,1739,230,103,1.2,1.28
"37179020501","Charlotte",2016,685,61,31,0.81,0.98
"37179020502","Charlotte",2016,447,41,22,0.83,1.06
"37179020601","Charlotte",2016,745,83,53,1.01,1.54
"37179020602","Charlotte",2016,1079,145,71,1.22,1.42
"37179020701","Charlotte",2016,528,29,21,0.5,0.86
"37179020702","Charlotte",2016,468,20,13,0.39,0.6
"37179020800","Charlotte",2016,632,34,22,0.49,0.75
"37179020901","Charlotte",2016,401,19,9,0.43,0.48
"37179020902","Charlotte",2016,422,19,15,0.41,0.77
"37179021004","Charlotte",2016,133,5,2,0.34,0.32
"37179021005","Charlotte",2016,336,18,12,0.49,0.77
"37179021006","Charlotte",2016,71,1,0,NA,NA
"37179021007","Charlotte",2016,75,4,2,NA,NA
"37179021008","Charlotte",2016,197,3,1,0.14,0.11
"37179021009","Charlotte",2016,51,4,1,NA,NA
"37179021010","Charlotte",2016,193,2,1,0.09,0.11
"37179021011","Charlotte",2016,174,11,7,0.57,0.87
"37179021012","Charlotte",2016,161,10,6,0.56,0.8
"37179021013","Charlotte",2016,297,18,10,0.55,0.73
"37179021014","Charlotte",2016,257,16,8,0.57,0.67
"37179021015","Charlotte",2016,362,9,5,0.23,0.3
"37037020103","Raleigh",2016,319,6,2,0.17,0.17
"37037020104","Raleigh",2016,452,9,4,0.18,0.25
"37037020105","Raleigh",2016,601,18,9,0.27,0.42
"37037020106","Raleigh",2016,298,8,6,0.25,0.56
"37037020200","Raleigh",2016,626,14,6,0.21,0.27
"37037020300","Raleigh",2016,277,13,7,0.43,0.7
"37037020401","Raleigh",2016,762,56,20,0.67,0.73
"37037020402","Raleigh",2016,834,33,17,0.36,0.57
"37037020500","Raleigh",2016,312,8,2,0.24,0.18
"37037020600","Raleigh",2016,386,10,6,0.24,0.43
"37037020701","Raleigh",2016,1011,23,5,0.21,0.14
"37037020702","Raleigh",2016,326,4,4,0.11,0.34
"37037020800","Raleigh",2016,966,42,22,0.4,0.63
"37063000101","Raleigh",2016,557,98,23,1.61,1.15
"37063000102","Raleigh",2016,1178,267,65,2.08,1.54
"37063000200","Raleigh",2016,796,302,75,3.48,2.62
"37063000301","Raleigh",2016,867,172,36,1.82,1.16
"37063000302","Raleigh",2016,921,133,36,1.33,1.09
"37063000401","Raleigh",2016,410,39,13,0.87,0.88
"37063000402","Raleigh",2016,962,46,13,0.44,0.38
"37063000500","Raleigh",2016,1546,213,79,1.26,1.42
"37063000600","Raleigh",2016,1316,392,107,2.73,2.26
"37063000700","Raleigh",2016,725,93,24,1.18,0.92
"37063000900","Raleigh",2016,541,121,38,2.05,1.95
"37063001001","Raleigh",2016,957,279,77,2.68,2.24
"37063001002","Raleigh",2016,1777,421,150,2.17,2.35
"37063001100","Raleigh",2016,1330,325,85,2.24,1.78
"37063001301","Raleigh",2016,414,128,53,2.84,3.56
"37063001303","Raleigh",2016,461,117,49,2.33,2.96
"37063001304","Raleigh",2016,869,193,48,2.04,1.54
"37063001400","Raleigh",2016,918,151,60,1.51,1.82
"37063001501","Raleigh",2016,187,3,3,0.15,0.45
"37063001502","Raleigh",2016,3147,383,153,1.12,1.35
"37063001503","Raleigh",2016,26,0,0,NA,NA
"37063001601","Raleigh",2016,368,42,3,1.05,0.23
"37063001603","Raleigh",2016,211,33,1,1.44,0.13
"37063001604","Raleigh",2016,192,17,4,0.81,0.58
"37063001705","Raleigh",2016,1010,138,52,1.25,1.43
"37063001706","Raleigh",2016,1782,441,74,2.27,1.16
"37063001707","Raleigh",2016,856,38,9,0.41,0.29
"37063001708","Raleigh",2016,640,149,51,2.14,2.22
"37063001709","Raleigh",2016,2009,504,136,2.3,1.88
"37063001710","Raleigh",2016,830,300,101,3.32,3.39
"37063001711","Raleigh",2016,1791,508,125,2.6,1.94
"37063001801","Raleigh",2016,685,132,36,1.77,1.46
"37063001802","Raleigh",2016,1068,292,107,2.51,2.79
"37063001806","Raleigh",2016,394,45,11,1.05,0.78
"37063001807","Raleigh",2016,808,269,49,3.06,1.69
"37063001808","Raleigh",2016,387,86,20,2.04,1.44
"37063001809","Raleigh",2016,1565,257,63,1.51,1.12
"37063001900","Raleigh",2016,348,24,11,0.63,0.88
"37063002007","Raleigh",2016,631,33,6,0.48,0.26
"37063002008","Raleigh",2016,84,78,16,NA,NA
"37063002009","Raleigh",2016,749,118,31,1.45,1.15
"37063002013","Raleigh",2016,329,36,9,1,0.76
"37063002015","Raleigh",2016,2002,365,76,1.67,1.06
"37063002016","Raleigh",2016,2493,497,156,1.83,1.74
"37063002017","Raleigh",2016,1214,135,26,1.02,0.6
"37063002018","Raleigh",2016,1808,303,124,1.54,1.91
"37063002019","Raleigh",2016,1530,91,27,0.55,0.49
"37063002020","Raleigh",2016,139,12,6,0.79,1.2
"37063002021","Raleigh",2016,1528,111,26,0.67,0.47
"37063002022","Raleigh",2016,1423,157,39,1.01,0.76
"37063002023","Raleigh",2016,743,139,15,1.72,0.56
"37063002024","Raleigh",2016,546,45,2,0.76,0.1
"37063002025","Raleigh",2016,705,175,48,2.28,1.89
"37063002026","Raleigh",2016,1829,415,137,2.08,2.08
"37063002027","Raleigh",2016,2835,375,106,1.21,1.04
"37063002028","Raleigh",2016,2876,329,86,1.05,0.83
"37063002100","Raleigh",2016,410,16,8,0.36,0.54
"37063002200","Raleigh",2016,1001,76,22,0.7,0.61
"37063002300","Raleigh",2016,298,96,37,2.96,3.46
"37063980100","Raleigh",2016,2,1,0,NA,NA
"37101040100","Raleigh",2016,1004,70,45,0.64,1.25
"37101040201","Raleigh",2016,733,39,21,0.49,0.8
"37101040202","Raleigh",2016,553,28,19,0.46,0.96
"37101040203","Raleigh",2016,777,64,27,0.76,0.97
"37101040301","Raleigh",2016,898,80,54,0.82,1.67
"37101040302","Raleigh",2016,926,117,75,1.16,2.25
"37101040400","Raleigh",2016,646,35,27,0.5,1.16
"37101040500","Raleigh",2016,866,33,23,0.35,0.74
"37101040600","Raleigh",2016,603,55,43,0.84,1.98
"37101040700","Raleigh",2016,765,41,26,0.49,0.95
"37101040800","Raleigh",2016,711,25,12,0.32,0.47
"37101040901","Raleigh",2016,873,57,36,0.6,1.15
"37101040902","Raleigh",2016,715,56,40,0.72,1.56
"37101041001","Raleigh",2016,1245,103,59,0.76,1.32
"37101041002","Raleigh",2016,1320,149,62,1.04,1.31
"37101041101","Raleigh",2016,601,46,25,0.7,1.16
"37101041102","Raleigh",2016,597,111,32,1.71,1.49
"37101041103","Raleigh",2016,741,80,29,0.99,1.09
"37101041201","Raleigh",2016,639,55,25,0.79,1.09
"37101041202","Raleigh",2016,870,32,18,0.34,0.58
"37101041300","Raleigh",2016,750,29,22,0.35,0.82
"37101041400","Raleigh",2016,1226,73,53,0.55,1.2
"37101041501","Raleigh",2016,574,28,13,0.45,0.63
"37101041502","Raleigh",2016,517,23,16,0.41,0.86
"37101041503","Raleigh",2016,671,31,21,0.42,0.87
"37105030101","Raleigh",2016,1262,115,69,0.84,1.52
"37105030102","Raleigh",2016,617,17,10,0.25,0.45
"37105030200","Raleigh",2016,782,82,51,0.96,1.82
"37105030300","Raleigh",2016,731,68,28,0.85,1.07
"37105030401","Raleigh",2016,595,52,26,0.8,1.22
"37105030402","Raleigh",2016,1203,64,35,0.49,0.81
"37105030501","Raleigh",2016,305,19,13,0.57,1.19
"37105030502","Raleigh",2016,164,9,7,0.5,1.19
"37105030503","Raleigh",2016,749,27,18,0.33,0.67
"37105030601","Raleigh",2016,172,10,5,0.53,0.81
"37105030602","Raleigh",2016,417,25,14,0.55,0.93
"37105030701","Raleigh",2016,721,86,29,1.09,1.12
"37105030702","Raleigh",2016,429,20,17,0.43,1.1
"37135010701","Raleigh",2016,142,6,1,0.39,0.2
"37135010703","Raleigh",2016,2597,141,62,0.5,0.66
"37135010704","Raleigh",2016,1644,73,19,0.41,0.32
"37135010705","Raleigh",2016,1286,63,37,0.45,0.8
"37135010706","Raleigh",2016,109,0,0,0,0
"37135010801","Raleigh",2016,395,9,7,0.21,0.49
"37135010802","Raleigh",2016,287,10,4,0.32,0.39
"37135010901","Raleigh",2016,367,13,6,0.33,0.45
"37135010902","Raleigh",2016,426,29,10,0.62,0.65
"37135011000","Raleigh",2016,914,58,33,0.58,1
"37135011101","Raleigh",2016,918,57,23,0.57,0.7
"37135011102","Raleigh",2016,971,76,32,0.72,0.92
"37135011202","Raleigh",2016,451,23,10,0.47,0.62
"37135011203","Raleigh",2016,524,21,5,0.37,0.27
"37135011204","Raleigh",2016,200,10,1,0.46,0.14
"37135011205","Raleigh",2016,1727,90,25,0.48,0.4
"37135011300","Raleigh",2016,1044,53,19,0.47,0.51
"37135011400","Raleigh",2016,1110,12,10,0.1,0.25
"37135011500","Raleigh",2016,384,11,9,0.26,0.65
"37135011601","Raleigh",2016,20,0,0,NA,NA
"37135011602","Raleigh",2016,617,8,2,0.12,0.09
"37135011700","Raleigh",2016,1206,11,6,0.08,0.14
"37135011800","Raleigh",2016,846,26,18,0.28,0.59
"37135011901","Raleigh",2016,1178,43,22,0.33,0.52
"37135011902","Raleigh",2016,813,17,11,0.19,0.38
"37135012100","Raleigh",2016,1597,94,46,0.54,0.8
"37135012201","Raleigh",2016,282,6,1,0.2,0.1
"37135012202","Raleigh",2016,1037,13,4,0.12,0.11
"37183050100","Raleigh",2016,770,67,26,0.8,0.94
"37183050300","Raleigh",2016,1388,38,21,0.25,0.42
"37183050400","Raleigh",2016,521,21,5,0.37,0.27
"37183050500","Raleigh",2016,893,57,19,0.59,0.59
"37183050600","Raleigh",2016,846,79,42,0.86,1.38
"37183050700","Raleigh",2016,931,118,61,1.16,1.82
"37183050800","Raleigh",2016,837,121,46,1.33,1.53
"37183050900","Raleigh",2016,810,108,64,1.22,2.2
"37183051000","Raleigh",2016,1053,62,23,0.54,0.61
"37183051101","Raleigh",2016,445,36,11,0.74,0.69
"37183051102","Raleigh",2016,59,3,1,NA,NA
"37183051200","Raleigh",2016,1517,43,14,0.26,0.26
"37183051400","Raleigh",2016,1326,36,18,0.25,0.38
"37183051501","Raleigh",2016,351,30,7,0.78,0.56
"37183051502","Raleigh",2016,450,5,3,0.1,0.19
"37183051600","Raleigh",2016,600,21,10,0.32,0.46
"37183051700","Raleigh",2016,177,4,1,0.21,0.16
"37183051800","Raleigh",2016,1075,26,6,0.22,0.16
"37183051900","Raleigh",2016,1024,136,43,1.22,1.17
"37183052001","Raleigh",2016,1409,425,157,2.77,3.1
"37183052002","Raleigh",2016,782,146,69,1.71,2.46
"37183052101","Raleigh",2016,1214,193,94,1.46,2.15
"37183052102","Raleigh",2016,926,128,54,1.27,1.62
"37183052301","Raleigh",2016,2705,181,85,0.61,0.87
"37183052302","Raleigh",2016,2432,135,61,0.51,0.7
"37183052401","Raleigh",2016,1281,106,35,0.76,0.76
"37183052404","Raleigh",2016,809,35,7,0.4,0.24
"37183052406","Raleigh",2016,2457,351,118,1.31,1.34
"37183052407","Raleigh",2016,1312,82,37,0.57,0.78
"37183052408","Raleigh",2016,1093,87,48,0.73,1.22
"37183052409","Raleigh",2016,1617,50,25,0.28,0.43
"37183052503","Raleigh",2016,2316,95,14,0.38,0.17
"37183052504","Raleigh",2016,1476,147,40,0.91,0.75
"37183052505","Raleigh",2016,1349,134,30,0.91,0.62
"37183052506","Raleigh",2016,453,135,29,2.73,1.78
"37183052507","Raleigh",2016,667,91,35,1.25,1.46
"37183052601","Raleigh",2016,430,7,5,0.15,0.32
"37183052602","Raleigh",2016,637,45,22,0.65,0.96
"37183052603","Raleigh",2016,579,25,11,0.4,0.53
"37183052701","Raleigh",2016,1358,282,84,1.91,1.72
"37183052704","Raleigh",2016,2009,392,170,1.79,2.36
"37183052705","Raleigh",2016,573,48,11,0.77,0.53
"37183052706","Raleigh",2016,920,137,48,1.37,1.45
"37183052707","Raleigh",2016,941,113,40,1.1,1.18
"37183052801","Raleigh",2016,774,52,26,0.62,0.93
"37183052802","Raleigh",2016,954,79,34,0.76,0.99
"37183052803","Raleigh",2016,1451,130,45,0.82,0.86
"37183052806","Raleigh",2016,1182,167,80,1.3,1.88
"37183052807","Raleigh",2016,505,132,66,2.4,3.64
"37183052808","Raleigh",2016,1584,245,74,1.42,1.3
"37183052809","Raleigh",2016,207,12,7,0.53,0.94
"37183052901","Raleigh",2016,230,5,3,0.2,0.36
"37183052902","Raleigh",2016,327,20,11,0.56,0.94
"37183052903","Raleigh",2016,93,1,0,NA,NA
"37183052904","Raleigh",2016,307,17,8,0.51,0.73
"37183053003","Raleigh",2016,1913,65,23,0.31,0.33
"37183053004","Raleigh",2016,194,26,10,1.23,1.43
"37183053005","Raleigh",2016,73,0,0,NA,NA
"37183053006","Raleigh",2016,46,1,1,NA,NA
"37183053007","Raleigh",2016,110,1,1,0.08,0.25
"37183053008","Raleigh",2016,2016,110,32,0.5,0.44
"37183053009","Raleigh",2016,848,99,47,1.07,1.54
"37183053105","Raleigh",2016,305,10,2,0.3,0.18
"37183053106","Raleigh",2016,614,22,9,0.33,0.41
"37183053107","Raleigh",2016,1144,62,28,0.5,0.68
"37183053108","Raleigh",2016,524,14,9,0.25,0.48
"37183053109","Raleigh",2016,440,27,13,0.56,0.82
"37183053110","Raleigh",2016,351,20,8,0.52,0.63
"37183053111","Raleigh",2016,578,17,10,0.27,0.48
"37183053201","Raleigh",2016,355,11,7,0.28,0.55
"37183053202","Raleigh",2016,76,9,6,NA,NA
"37183053203","Raleigh",2016,502,39,9,0.71,0.5
"37183053204","Raleigh",2016,487,28,9,0.53,0.51
"37183053205","Raleigh",2016,167,46,5,2.53,0.83
"37183053206","Raleigh",2016,346,15,6,0.4,0.48
"37183053207","Raleigh",2016,354,12,5,0.31,0.39
"37183053405","Raleigh",2016,676,9,5,0.12,0.21
"37183053408","Raleigh",2016,130,1,0,0.07,0
"37183053409","Raleigh",2016,200,4,1,0.18,0.14
"37183053410","Raleigh",2016,190,7,4,0.34,0.59
"37183053411","Raleigh",2016,1430,64,6,0.41,0.12
"37183053412","Raleigh",2016,541,47,5,0.8,0.26
"37183053413","Raleigh",2016,266,8,0,0.28,0
"37183053414","Raleigh",2016,472,18,6,0.35,0.35
"37183053415","Raleigh",2016,126,3,1,0.22,0.22
"37183053416","Raleigh",2016,1043,144,35,1.27,0.93
"37183053417","Raleigh",2016,437,41,8,0.86,0.51
"37183053418","Raleigh",2016,1118,89,18,0.73,0.45
"37183053419","Raleigh",2016,62,1,0,NA,NA
"37183053420","Raleigh",2016,825,86,29,0.96,0.98
"37183053421","Raleigh",2016,623,16,4,0.24,0.18
"37183053422","Raleigh",2016,78,1,0,NA,NA
"37183053423","Raleigh",2016,316,11,7,0.32,0.62
"37183053424","Raleigh",2016,294,3,3,0.09,0.28
"37183053425","Raleigh",2016,360,6,4,0.15,0.31
"37183053505","Raleigh",2016,202,9,7,0.41,0.96
"37183053506","Raleigh",2016,809,22,7,0.25,0.24
"37183053507","Raleigh",2016,1073,49,18,0.42,0.47
"37183053509","Raleigh",2016,116,1,0,0.08,0
"37183053512","Raleigh",2016,1649,89,22,0.5,0.37
"37183053513","Raleigh",2016,1111,129,36,1.07,0.9
"37183053516","Raleigh",2016,887,216,53,2.23,1.66
"37183053517","Raleigh",2016,852,122,33,1.31,1.08
"37183053518","Raleigh",2016,197,4,3,0.19,0.42
"37183053519","Raleigh",2016,1014,115,34,1.04,0.93
"37183053520","Raleigh",2016,1497,170,51,1.04,0.95
"37183053521","Raleigh",2016,179,12,5,0.62,0.78
"37183053522","Raleigh",2016,1436,200,33,1.28,0.64
"37183053523","Raleigh",2016,1168,95,22,0.75,0.52
"37183053524","Raleigh",2016,727,26,10,0.33,0.38
"37183053525","Raleigh",2016,151,21,8,1.28,1.47
"37183053601","Raleigh",2016,2007,237,44,1.08,0.61
"37183053602","Raleigh",2016,494,25,10,0.46,0.56
"37183053603","Raleigh",2016,504,13,0,0.24,0
"37183053604","Raleigh",2016,86,0,0,NA,NA
"37183053605","Raleigh",2016,52,10,2,NA,NA
"37183053606","Raleigh",2016,851,19,2,0.2,0.07
"37183053607","Raleigh",2016,1231,18,11,0.13,0.25
"37183053608","Raleigh",2016,819,33,4,0.37,0.14
"37183053609","Raleigh",2016,368,20,8,0.5,0.61
"37183053610","Raleigh",2016,3417,389,66,1.04,0.54
"37183053707","Raleigh",2016,1494,111,47,0.68,0.88
"37183053709","Raleigh",2016,2117,313,79,1.36,1.04
"37183053711","Raleigh",2016,894,163,30,1.67,0.93
"37183053712","Raleigh",2016,191,26,9,1.25,1.31
"37183053713","Raleigh",2016,1905,281,63,1.35,0.92
"37183053714","Raleigh",2016,947,61,14,0.59,0.41
"37183053715","Raleigh",2016,384,40,14,0.96,1.01
"37183053716","Raleigh",2016,1203,135,48,1.03,1.11
"37183053717","Raleigh",2016,751,164,30,2,1.11
"37183053718","Raleigh",2016,97,2,0,NA,NA
"37183053719","Raleigh",2016,114,0,0,0,0
"37183053720","Raleigh",2016,56,5,2,NA,NA
"37183053721","Raleigh",2016,75,1,1,NA,NA
"37183053722","Raleigh",2016,1111,22,4,0.18,0.1
"37183053723","Raleigh",2016,526,89,20,1.55,1.06
"37183053724","Raleigh",2016,709,53,16,0.69,0.63
"37183053725","Raleigh",2016,1383,159,21,1.06,0.42
"37183053726","Raleigh",2016,877,120,42,1.26,1.33
"37183053803","Raleigh",2016,55,1,1,NA,NA
"37183053804","Raleigh",2016,124,2,2,0.15,0.45
"37183053805","Raleigh",2016,17,2,1,NA,NA
"37183053806","Raleigh",2016,57,2,1,NA,NA
"37183053807","Raleigh",2016,388,32,9,0.76,0.65
"37183053808","Raleigh",2016,69,2,1,NA,NA
"37183053900","Raleigh",2016,392,14,10,0.33,0.71
"37183054001","Raleigh",2016,1571,418,129,2.44,2.29
"37183054004","Raleigh",2016,1290,191,53,1.36,1.14
"37183054006","Raleigh",2016,647,69,30,0.98,1.29
"37183054007","Raleigh",2016,690,144,35,1.92,1.41
"37183054008","Raleigh",2016,2226,482,171,1.99,2.14
"37183054011","Raleigh",2016,121,6,4,0.46,0.92
"37183054012","Raleigh",2016,287,28,9,0.9,0.87
"37183054013","Raleigh",2016,1250,55,17,0.4,0.38
"37183054014","Raleigh",2016,1609,209,61,1.19,1.06
"37183054015","Raleigh",2016,270,119,57,4.04,5.88
"37183054016","Raleigh",2016,824,169,34,1.88,1.15
"37183054017","Raleigh",2016,788,77,19,0.9,0.67
"37183054018","Raleigh",2016,1315,258,80,1.8,1.69
"37183054104","Raleigh",2016,1094,211,51,1.77,1.3
"37183054105","Raleigh",2016,1090,134,26,1.13,0.66
"37183054106","Raleigh",2016,1190,95,39,0.73,0.91
"37183054108","Raleigh",2016,573,39,17,0.62,0.83
"37183054109","Raleigh",2016,233,23,7,0.91,0.84
"37183054110","Raleigh",2016,377,24,7,0.58,0.52
"37183054111","Raleigh",2016,232,17,8,0.67,0.96
"37183054112","Raleigh",2016,373,54,13,1.33,0.97
"37183054113","Raleigh",2016,598,192,46,2.95,2.14
"37183054114","Raleigh",2016,497,61,20,1.13,1.12
"37183054115","Raleigh",2016,1263,189,48,1.37,1.06
"37183054203","Raleigh",2016,81,0,0,NA,NA
"37183054204","Raleigh",2016,630,31,15,0.45,0.66
"37183054205","Raleigh",2016,1103,54,32,0.45,0.81
"37183054206","Raleigh",2016,1000,79,18,0.73,0.5
"37183054207","Raleigh",2016,1279,169,38,1.21,0.83
"37183054208","Raleigh",2016,1175,50,15,0.39,0.36
