GEOID,BAD CHECKS,BRIBERY,DRIVING UNDER THE INFLUENCE,DRUNKENNESS,EXTORTION,KIDNAPPING,LOITERING,PORNOGRAPHY/OBSCENE MAT,RUNAWAY,SECONDARY CODES,TREA,TRESPASS,CIVIL SIDEWALKS,DRUG OFFENSE,FIRE REPORT,HOMICIDE,HUMAN TRAFFICKING,JUVENILE OFFENSES,LOST PROPERTY,MALICIOUS MISCHIEF,MOTOR VEHICLE THEFT,OFFENCES AGAINST THE FAMILY AND CHILDREN,TRAFFIC COLLISION,TRAFFIC VIOLATION ARREST,VEHICLE IMPOUNDED,VEHICLE MISPLACED,WEAPONS OFFENSE,ARSON,ASSAULT,BURGLARY,DISORDERLY CONDUCT,DRUG/NARCOTIC,EMBEZZLEMENT,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,LARCENY/THEFT,LIQUOR LAWS,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SEX OFFENSE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,TOTAL
06075010100,4.0,8.0,22.0,118.0,10.0,37.0,10.0,1.0,24.0,251.0,2.0,314.0,10.0,0.0,4.0,0.0,0.0,0.0,264.0,529.0,0.0,50.0,5.0,56.0,2.0,1.0,0.0,32.0,2473.0,1223.0,240.0,302.0,81.0,18.0,310.0,1010.0,27.0,18868.0,34.0,545.0,4644.0,2958.0,15.0,107.0,679.0,103.0,353.0,8.0,882.0,1966.0,1154.0,988.0,242.0,41014
06075010200,6.0,3.0,22.0,49.0,2.0,25.0,3.0,0.0,9.0,83.0,0.0,107.0,2.0,0.0,2.0,0.0,0.0,0.0,70.0,238.0,0.0,20.0,5.0,34.0,1.0,3.0,0.0,15.0,810.0,955.0,82.0,152.0,16.0,3.0,99.0,289.0,1.0,9378.0,12.0,175.0,1581.0,1368.0,6.0,66.0,255.0,57.0,158.0,5.0,351.0,864.0,943.0,296.0,93.0,18722
06075010300,2.0,1.0,6.0,16.0,1.0,4.0,1.0,0.0,1.0,47.0,0.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,26.0,59.0,0.0,17.0,1.0,13.0,0.0,0.0,0.0,10.0,330.0,398.0,29.0,44.0,5.0,3.0,59.0,112.0,1.0,2205.0,2.0,95.0,661.0,577.0,1.0,38.0,131.0,26.0,50.0,7.0,195.0,400.0,625.0,119.0,27.0,6383
06075010400,2.0,3.0,9.0,27.0,3.0,13.0,4.0,1.0,1.0,73.0,0.0,70.0,0.0,1.0,1.0,2.0,0.0,0.0,22.0,66.0,1.0,20.0,0.0,5.0,0.0,0.0,0.0,8.0,409.0,584.0,38.0,71.0,9.0,1.0,49.0,132.0,0.0,1890.0,15.0,62.0,761.0,685.0,4.0,35.0,185.0,25.0,47.0,4.0,289.0,559.0,566.0,188.0,40.0,6985
06075010500,9.0,1.0,52.0,60.0,3.0,24.0,13.0,0.0,2.0,85.0,0.0,298.0,0.0,0.0,4.0,0.0,0.0,0.0,129.0,367.0,1.0,44.0,9.0,41.0,1.0,3.0,1.0,28.0,1198.0,1125.0,117.0,181.0,50.0,10.0,170.0,584.0,3.0,10632.0,8.0,224.0,2492.0,2428.0,6.0,94.0,372.0,69.0,218.0,17.0,595.0,1083.0,802.0,660.0,99.0,24441
06075010600,3.0,2.0,59.0,404.0,5.0,31.0,8.0,0.0,4.0,146.0,0.0,102.0,0.0,0.0,3.0,0.0,0.0,0.0,105.0,111.0,0.0,40.0,3.0,24.0,0.0,1.0,0.0,18.0,1994.0,500.0,212.0,375.0,15.0,5.0,126.0,327.0,2.0,2630.0,86.0,176.0,1830.0,2318.0,9.0,49.0,309.0,79.0,83.0,7.0,618.0,597.0,516.0,743.0,222.0,14905
06075010700,9.0,3.0,70.0,136.0,13.0,34.0,6.0,0.0,9.0,167.0,0.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,267.0,125.0,0.0,46.0,11.0,38.0,0.0,2.0,0.0,26.0,1501.0,369.0,148.0,185.0,39.0,3.0,145.0,660.0,3.0,2787.0,27.0,490.0,3550.0,2451.0,6.0,46.0,379.0,70.0,48.0,8.0,621.0,789.0,464.0,531.0,129.0,16723
06075010800,4.0,0.0,4.0,6.0,3.0,5.0,1.0,0.0,4.0,28.0,0.0,26.0,1.0,0.0,2.0,0.0,0.0,0.0,14.0,56.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,8.0,236.0,380.0,23.0,84.0,5.0,2.0,36.0,96.0,0.0,950.0,3.0,93.0,462.0,468.0,3.0,51.0,107.0,16.0,21.0,3.0,166.0,299.0,655.0,94.0,27.0,4456
06075010900,3.0,2.0,13.0,23.0,2.0,9.0,1.0,0.0,2.0,61.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,67.0,0.0,10.0,6.0,8.0,0.0,0.0,0.0,20.0,498.0,731.0,35.0,134.0,10.0,1.0,87.0,232.0,1.0,2308.0,6.0,94.0,848.0,899.0,71.0,38.0,147.0,34.0,47.0,8.0,238.0,385.0,681.0,177.0,35.0,8069
06075011000,7.0,1.0,16.0,32.0,6.0,15.0,3.0,0.0,3.0,52.0,0.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,91.0,0.0,10.0,3.0,10.0,0.0,0.0,0.0,13.0,502.0,684.0,39.0,146.0,4.0,2.0,97.0,192.0,0.0,2046.0,14.0,103.0,780.0,787.0,60.0,55.0,192.0,43.0,44.0,2.0,273.0,421.0,612.0,242.0,54.0,7761
06075011100,14.0,1.0,36.0,51.0,4.0,53.0,102.0,2.0,4.0,142.0,0.0,220.0,0.0,0.0,3.0,0.0,1.0,0.0,115.0,228.0,0.0,70.0,7.0,31.0,0.0,2.0,0.0,35.0,1761.0,999.0,265.0,656.0,20.0,5.0,327.0,462.0,0.0,5257.0,19.0,645.0,2149.0,2122.0,1659.0,85.0,492.0,129.0,156.0,12.0,665.0,921.0,960.0,1176.0,131.0,22204
06075011200,1.0,0.0,6.0,11.0,2.0,7.0,0.0,0.0,2.0,42.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,57.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,5.0,353.0,450.0,29.0,73.0,11.0,0.0,39.0,130.0,0.0,1468.0,5.0,82.0,592.0,486.0,12.0,35.0,111.0,32.0,29.0,10.0,223.0,322.0,587.0,99.0,26.0,5439
06075011300,2.0,2.0,2.0,5.0,7.0,13.0,0.0,0.0,9.0,54.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,74.0,0.0,26.0,0.0,8.0,0.0,1.0,0.0,13.0,447.0,197.0,36.0,49.0,6.0,3.0,46.0,152.0,1.0,1591.0,2.0,203.0,829.0,486.0,5.0,17.0,183.0,28.0,19.0,4.0,229.0,327.0,211.0,110.0,34.0,5525
06075011700,71.0,4.0,57.0,183.0,29.0,59.0,37.0,1.0,9.0,326.0,1.0,814.0,2.0,1.0,6.0,0.0,12.0,0.0,706.0,804.0,1.0,121.0,9.0,91.0,3.0,3.0,1.0,116.0,4638.0,4590.0,466.0,1114.0,369.0,17.0,1216.0,2731.0,7.0,31788.0,43.0,694.0,7455.0,7415.0,246.0,189.0,2457.0,198.0,500.0,16.0,2038.0,2278.0,1308.0,3296.0,379.0,79026
06075011800,4.0,0.0,4.0,13.0,12.0,8.0,1.0,0.0,0.0,32.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,39.0,0.0,13.0,0.0,3.0,0.0,3.0,0.0,14.0,267.0,215.0,15.0,41.0,3.0,0.0,42.0,84.0,3.0,1029.0,2.0,65.0,423.0,359.0,6.0,10.0,149.0,16.0,20.0,5.0,140.0,223.0,101.0,72.0,24.0,3504
06075011901,2.0,0.0,5.0,10.0,3.0,12.0,0.0,0.0,0.0,43.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,269.0,222.0,14.0,65.0,5.0,0.0,22.0,103.0,0.0,787.0,1.0,44.0,360.0,325.0,6.0,26.0,56.0,20.0,25.0,2.0,142.0,239.0,277.0,74.0,10.0,3270
06075011902,2.0,4.0,6.0,10.0,6.0,14.0,1.0,0.0,3.0,54.0,0.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,47.0,0.0,5.0,1.0,8.0,0.0,0.0,1.0,6.0,344.0,303.0,25.0,99.0,5.0,1.0,65.0,178.0,0.0,1208.0,2.0,88.0,515.0,529.0,7.0,29.0,75.0,29.0,38.0,7.0,174.0,241.0,344.0,120.0,27.0,4708
06075012000,4.0,1.0,47.0,68.0,0.0,30.0,78.0,0.0,3.0,138.0,0.0,125.0,1.0,0.0,2.0,0.0,0.0,0.0,97.0,161.0,0.0,46.0,3.0,19.0,2.0,0.0,0.0,40.0,1666.0,825.0,258.0,1186.0,16.0,4.0,149.0,441.0,2.0,5313.0,29.0,327.0,1864.0,2348.0,2008.0,103.0,469.0,100.0,148.0,10.0,532.0,832.0,646.0,1342.0,149.0,21640
06075012100,6.0,3.0,14.0,37.0,4.0,33.0,3.0,2.0,1.0,130.0,0.0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,131.0,0.0,20.0,4.0,25.0,0.0,1.0,0.0,24.0,1021.0,838.0,56.0,285.0,22.0,2.0,209.0,430.0,0.0,3804.0,16.0,175.0,1643.0,1311.0,37.0,51.0,333.0,88.0,74.0,16.0,437.0,590.0,558.0,386.0,67.0,13109
06075012201,3.0,4.0,29.0,64.0,8.0,59.0,36.0,1.0,7.0,218.0,0.0,157.0,1.0,0.0,3.0,0.0,1.0,0.0,53.0,145.0,0.0,67.0,3.0,31.0,4.0,1.0,1.0,29.0,2245.0,596.0,116.0,3094.0,11.0,5.0,115.0,319.0,1.0,2773.0,29.0,234.0,1635.0,3258.0,1798.0,130.0,797.0,121.0,112.0,6.0,730.0,697.0,456.0,1429.0,230.0,21870
06075012202,4.0,6.0,55.0,108.0,2.0,64.0,58.0,1.0,0.0,200.0,0.0,168.0,2.0,3.0,1.0,3.0,1.0,0.0,60.0,130.0,2.0,66.0,3.0,48.0,2.0,0.0,2.0,36.0,2851.0,498.0,197.0,3040.0,26.0,6.0,221.0,340.0,2.0,4434.0,42.0,272.0,2201.0,3429.0,1084.0,145.0,825.0,166.0,177.0,19.0,723.0,874.0,633.0,2060.0,265.0,25562
06075012301,6.0,8.0,33.0,167.0,5.0,85.0,38.0,0.0,4.0,259.0,0.0,554.0,1.0,0.0,0.0,1.0,0.0,0.0,136.0,157.0,0.0,99.0,7.0,26.0,0.0,0.0,0.0,24.0,3474.0,763.0,276.0,5114.0,106.0,10.0,211.0,671.0,2.0,5948.0,39.0,419.0,3548.0,4612.0,259.0,128.0,965.0,175.0,126.0,13.0,965.0,563.0,833.0,2694.0,285.0,33829
06075012302,3.0,6.0,24.0,96.0,5.0,44.0,37.0,0.0,2.0,151.0,0.0,390.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,68.0,0.0,18.0,1.0,17.0,0.0,0.0,0.0,27.0,1938.0,667.0,204.0,919.0,28.0,8.0,162.0,503.0,1.0,4257.0,12.0,251.0,2535.0,1870.0,211.0,57.0,499.0,127.0,84.0,16.0,670.0,540.0,427.0,860.0,120.0,17910
06075012401,7.0,7.0,45.0,144.0,8.0,106.0,58.0,1.0,5.0,436.0,0.0,411.0,2.0,8.0,5.0,2.0,0.0,0.0,71.0,151.0,1.0,148.0,6.0,126.0,1.0,0.0,1.0,40.0,4522.0,616.0,404.0,10508.0,23.0,24.0,186.0,402.0,9.0,2974.0,72.0,622.0,3719.0,6729.0,32.0,222.0,1263.0,174.0,146.0,34.0,1489.0,756.0,436.0,3687.0,497.0,41359
06075012402,16.0,9.0,82.0,202.0,6.0,92.0,124.0,1.0,11.0,390.0,1.0,791.0,3.0,7.0,4.0,1.0,0.0,0.0,364.0,356.0,0.0,161.0,14.0,158.0,0.0,1.0,0.0,51.0,5219.0,923.0,658.0,7945.0,45.0,23.0,568.0,910.0,4.0,11906.0,86.0,712.0,6455.0,9380.0,84.0,282.0,1783.0,256.0,484.0,18.0,1834.0,1517.0,1089.0,5034.0,657.0,60748
06075012501,20.0,17.0,53.0,493.0,4.0,111.0,72.0,3.0,7.0,444.0,0.0,653.0,0.0,12.0,4.0,2.0,2.0,0.0,213.0,257.0,1.0,164.0,8.0,74.0,1.0,1.0,0.0,79.0,6331.0,921.0,582.0,13511.0,38.0,25.0,884.0,1032.0,11.0,6609.0,273.0,598.0,6036.0,10020.0,29.0,207.0,1950.0,223.0,453.0,21.0,1960.0,1160.0,503.0,5641.0,856.0,62589
06075012502,2.0,8.0,57.0,175.0,7.0,107.0,53.0,0.0,2.0,289.0,0.0,344.0,0.0,4.0,0.0,0.0,0.0,0.0,167.0,149.0,0.0,103.0,5.0,49.0,0.0,2.0,0.0,38.0,3802.0,363.0,341.0,7149.0,13.0,16.0,167.0,346.0,11.0,2031.0,73.0,832.0,4857.0,6324.0,15.0,132.0,905.0,129.0,84.0,13.0,1353.0,718.0,331.0,3209.0,456.0,35305
06075012601,4.0,0.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,24.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,134.0,348.0,25.0,23.0,5.0,1.0,59.0,122.0,0.0,1063.0,1.0,26.0,257.0,253.0,0.0,10.0,76.0,16.0,29.0,0.0,102.0,140.0,209.0,60.0,13.0,3082
06075012602,0.0,0.0,9.0,13.0,0.0,4.0,1.0,1.0,4.0,31.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,46.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,13.0,280.0,505.0,22.0,73.0,4.0,2.0,54.0,173.0,0.0,2445.0,1.0,61.0,702.0,561.0,1.0,38.0,97.0,14.0,30.0,5.0,166.0,303.0,493.0,141.0,25.0,6392
06075012700,4.0,1.0,7.0,4.0,3.0,8.0,2.0,0.0,2.0,41.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,49.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,13.0,185.0,413.0,10.0,39.0,4.0,0.0,45.0,140.0,0.0,3311.0,0.0,41.0,510.0,463.0,0.0,25.0,60.0,48.0,41.0,6.0,161.0,228.0,343.0,64.0,13.0,6361
06075012800,6.0,3.0,52.0,65.0,5.0,26.0,2.0,0.0,2.0,77.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,65.0,158.0,0.0,19.0,6.0,18.0,1.0,0.0,0.0,24.0,959.0,923.0,90.0,176.0,27.0,3.0,118.0,360.0,0.0,5589.0,9.0,149.0,1462.0,1509.0,34.0,65.0,238.0,52.0,87.0,6.0,426.0,621.0,730.0,361.0,59.0,14667
06075012901,1.0,1.0,21.0,8.0,1.0,7.0,7.0,0.0,1.0,32.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,49.0,0.0,11.0,2.0,6.0,0.0,0.0,0.0,7.0,218.0,452.0,19.0,80.0,2.0,0.0,46.0,98.0,0.0,1319.0,2.0,50.0,417.0,457.0,24.0,27.0,87.0,10.0,27.0,3.0,131.0,269.0,312.0,80.0,23.0,4345
06075012902,1.0,1.0,21.0,23.0,5.0,13.0,2.0,0.0,0.0,66.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,67.0,0.0,9.0,1.0,5.0,1.0,1.0,0.0,21.0,571.0,693.0,42.0,169.0,11.0,0.0,65.0,212.0,1.0,2583.0,5.0,112.0,749.0,742.0,17.0,37.0,165.0,31.0,58.0,6.0,216.0,426.0,585.0,172.0,66.0,8067
06075013000,11.0,0.0,19.0,52.0,1.0,15.0,1.0,0.0,0.0,59.0,0.0,44.0,1.0,0.0,2.0,0.0,0.0,0.0,52.0,93.0,0.0,16.0,4.0,11.0,0.0,4.0,0.0,10.0,644.0,1087.0,48.0,100.0,31.0,4.0,135.0,355.0,0.0,3268.0,15.0,68.0,939.0,959.0,5.0,41.0,208.0,30.0,96.0,7.0,342.0,498.0,658.0,169.0,37.0,10146
06075013101,4.0,1.0,12.0,6.0,2.0,12.0,4.0,0.0,1.0,47.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,3.0,303.0,653.0,20.0,125.0,10.0,3.0,91.0,160.0,0.0,1666.0,0.0,55.0,460.0,595.0,71.0,25.0,88.0,32.0,60.0,6.0,154.0,327.0,465.0,146.0,18.0,5727
06075013102,1.0,0.0,10.0,4.0,0.0,6.0,4.0,0.0,1.0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,43.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,5.0,154.0,460.0,14.0,53.0,10.0,1.0,56.0,107.0,0.0,1540.0,2.0,81.0,376.0,413.0,11.0,32.0,49.0,17.0,42.0,6.0,140.0,238.0,501.0,90.0,9.0,4557
06075013200,0.0,0.0,13.0,8.0,1.0,7.0,3.0,1.0,0.0,32.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,15.0,174.0,628.0,12.0,45.0,7.0,0.0,54.0,126.0,1.0,1891.0,0.0,49.0,470.0,563.0,2.0,51.0,78.0,22.0,46.0,4.0,267.0,333.0,688.0,71.0,14.0,5807
06075013300,3.0,2.0,18.0,11.0,2.0,4.0,0.0,0.0,0.0,47.0,0.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,49.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,8.0,270.0,543.0,22.0,51.0,4.0,9.0,67.0,186.0,0.0,1546.0,0.0,126.0,663.0,512.0,0.0,22.0,56.0,19.0,26.0,7.0,371.0,306.0,485.0,63.0,20.0,5606
06075013400,6.0,1.0,33.0,5.0,0.0,11.0,0.0,0.0,0.0,33.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,56.0,0.0,11.0,0.0,4.0,2.0,1.0,0.0,9.0,201.0,476.0,9.0,48.0,5.0,2.0,54.0,135.0,0.0,1482.0,6.0,70.0,448.0,489.0,1.0,32.0,88.0,16.0,28.0,2.0,186.0,296.0,501.0,68.0,18.0,4871
06075013500,5.0,0.0,8.0,8.0,3.0,8.0,2.0,0.0,4.0,36.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,84.0,0.0,24.0,2.0,2.0,0.0,0.0,0.0,7.0,481.0,585.0,42.0,36.0,21.0,4.0,145.0,186.0,0.0,2435.0,3.0,556.0,883.0,578.0,15.0,31.0,99.0,42.0,58.0,6.0,332.0,299.0,418.0,142.0,24.0,7717
06075015100,10.0,0.0,39.0,26.0,1.0,17.0,75.0,1.0,2.0,44.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,122.0,0.0,32.0,7.0,28.0,3.0,0.0,0.0,17.0,671.0,546.0,85.0,334.0,25.0,0.0,135.0,338.0,4.0,5602.0,8.0,163.0,1112.0,1599.0,154.0,60.0,297.0,38.0,92.0,6.0,285.0,587.0,618.0,551.0,67.0,13974
06075015200,6.0,1.0,11.0,15.0,4.0,11.0,1.0,0.0,1.0,48.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,134.0,0.0,23.0,3.0,7.0,0.0,0.0,0.0,10.0,507.0,869.0,40.0,112.0,12.0,2.0,91.0,220.0,0.0,4260.0,3.0,134.0,785.0,810.0,25.0,45.0,165.0,33.0,64.0,6.0,271.0,572.0,799.0,182.0,30.0,10431
06075015300,3.0,2.0,33.0,13.0,3.0,6.0,0.0,1.0,3.0,30.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,9.0,243.0,379.0,19.0,55.0,4.0,4.0,51.0,129.0,0.0,1609.0,3.0,56.0,378.0,474.0,10.0,25.0,114.0,30.0,26.0,2.0,161.0,288.0,412.0,94.0,30.0,4792
06075015400,12.0,2.0,32.0,11.0,6.0,18.0,2.0,1.0,71.0,89.0,0.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,82.0,0.0,18.0,4.0,12.0,5.0,0.0,0.0,13.0,544.0,623.0,33.0,94.0,17.0,6.0,170.0,288.0,0.0,2306.0,1.0,357.0,847.0,998.0,3.0,56.0,173.0,45.0,41.0,3.0,415.0,515.0,624.0,146.0,72.0,8855
06075015500,3.0,2.0,34.0,24.0,4.0,23.0,3.0,0.0,7.0,139.0,0.0,95.0,2.0,0.0,1.0,1.0,1.0,0.0,95.0,223.0,1.0,34.0,4.0,9.0,1.0,1.0,0.0,19.0,1099.0,729.0,86.0,229.0,23.0,3.0,134.0,374.0,0.0,6869.0,11.0,278.0,1484.0,1305.0,17.0,81.0,379.0,51.0,85.0,5.0,398.0,770.0,553.0,310.0,116.0,16120
06075015600,0.0,1.0,30.0,10.0,3.0,7.0,0.0,0.0,2.0,51.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,40.0,0.0,28.0,0.0,7.0,2.0,0.0,0.0,3.0,251.0,312.0,21.0,63.0,5.0,3.0,46.0,128.0,0.0,1250.0,4.0,97.0,426.0,533.0,0.0,41.0,90.0,18.0,24.0,2.0,188.0,233.0,370.0,106.0,27.0,4485
06075015700,7.0,1.0,52.0,20.0,6.0,31.0,2.0,1.0,162.0,136.0,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,121.0,0.0,22.0,6.0,14.0,1.0,0.0,0.0,19.0,868.0,988.0,57.0,196.0,35.0,9.0,165.0,373.0,1.0,5277.0,9.0,1132.0,1290.0,1678.0,6.0,90.0,333.0,75.0,85.0,6.0,484.0,720.0,1306.0,466.0,84.0,16531
06075015801,3.0,4.0,38.0,26.0,1.0,33.0,3.0,0.0,28.0,286.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,74.0,0.0,66.0,2.0,3.0,0.0,3.0,0.0,26.0,1392.0,696.0,58.0,377.0,5.0,15.0,69.0,230.0,0.0,2799.0,11.0,609.0,991.0,1916.0,5.0,76.0,467.0,92.0,61.0,7.0,473.0,810.0,640.0,445.0,225.0,13176
06075015802,2.0,1.0,16.0,15.0,2.0,10.0,0.0,0.0,11.0,55.0,0.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,43.0,0.0,16.0,1.0,2.0,0.0,2.0,0.0,4.0,432.0,473.0,10.0,84.0,2.0,0.0,62.0,125.0,1.0,1566.0,7.0,402.0,584.0,858.0,1.0,35.0,141.0,26.0,29.0,2.0,210.0,295.0,554.0,170.0,40.0,6341
06075015900,14.0,6.0,29.0,42.0,4.0,40.0,4.0,0.0,11.0,212.0,0.0,107.0,2.0,0.0,3.0,0.0,0.0,0.0,81.0,125.0,0.0,43.0,4.0,19.0,0.0,1.0,0.0,28.0,1612.0,785.0,83.0,319.0,14.0,16.0,253.0,433.0,1.0,8608.0,9.0,269.0,1794.0,2152.0,23.0,107.0,669.0,82.0,139.0,12.0,566.0,1061.0,696.0,597.0,150.0,21240
06075016000,8.0,3.0,22.0,12.0,5.0,14.0,49.0,0.0,5.0,77.0,0.0,102.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,121.0,0.0,31.0,9.0,19.0,2.0,1.0,0.0,19.0,737.0,422.0,133.0,493.0,9.0,2.0,138.0,262.0,0.0,4305.0,4.0,167.0,907.0,1577.0,11.0,92.0,248.0,45.0,105.0,12.0,301.0,657.0,544.0,483.0,81.0,12267
06075016100,9.0,9.0,41.0,57.0,3.0,81.0,4.0,2.0,39.0,419.0,0.0,119.0,1.0,0.0,3.0,0.0,0.0,0.0,89.0,174.0,1.0,114.0,6.0,32.0,1.0,2.0,0.0,39.0,2569.0,629.0,100.0,761.0,18.0,16.0,132.0,350.0,6.0,4769.0,15.0,822.0,2548.0,3237.0,3.0,148.0,648.0,120.0,100.0,7.0,847.0,1167.0,962.0,972.0,385.0,22624
06075016200,5.0,3.0,27.0,25.0,3.0,27.0,28.0,0.0,7.0,93.0,0.0,91.0,3.0,0.0,1.0,0.0,0.0,0.0,53.0,215.0,0.0,21.0,4.0,12.0,1.0,1.0,0.0,33.0,1014.0,1018.0,79.0,356.0,24.0,2.0,115.0,304.0,0.0,6784.0,11.0,268.0,1265.0,1772.0,6.0,79.0,400.0,55.0,110.0,7.0,380.0,849.0,916.0,467.0,101.0,17037
06075016300,2.0,3.0,26.0,17.0,2.0,17.0,4.0,0.0,6.0,176.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,132.0,0.0,49.0,1.0,12.0,1.0,1.0,1.0,29.0,968.0,695.0,43.0,375.0,9.0,9.0,102.0,215.0,4.0,2904.0,15.0,297.0,984.0,1458.0,3.0,69.0,322.0,55.0,53.0,6.0,349.0,575.0,942.0,342.0,156.0,11553
06075016400,2.0,3.0,40.0,24.0,1.0,15.0,3.0,0.0,11.0,96.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,91.0,0.0,24.0,4.0,14.0,0.0,1.0,0.0,11.0,697.0,585.0,32.0,182.0,10.0,2.0,120.0,213.0,0.0,3642.0,9.0,322.0,947.0,1345.0,2.0,56.0,221.0,46.0,51.0,6.0,294.0,496.0,872.0,267.0,79.0,10956
06075016500,5.0,4.0,46.0,46.0,3.0,18.0,1.0,0.0,33.0,98.0,0.0,69.0,2.0,0.0,2.0,0.0,0.0,0.0,27.0,70.0,0.0,27.0,2.0,16.0,1.0,1.0,0.0,19.0,749.0,726.0,53.0,251.0,8.0,3.0,77.0,199.0,0.0,2039.0,15.0,2010.0,1368.0,1553.0,2.0,70.0,188.0,57.0,42.0,7.0,382.0,496.0,993.0,380.0,74.0,12248
06075016600,6.0,3.0,46.0,482.0,2.0,22.0,24.0,0.0,757.0,140.0,0.0,159.0,482.0,1.0,1.0,0.0,0.0,0.0,44.0,126.0,0.0,29.0,4.0,37.0,1.0,3.0,0.0,32.0,1718.0,743.0,402.0,2641.0,17.0,6.0,163.0,365.0,0.0,3751.0,174.0,1059.0,4741.0,3381.0,1.0,48.0,363.0,78.0,88.0,5.0,640.0,914.0,963.0,2207.0,235.0,27139
06075016700,3.0,2.0,43.0,49.0,3.0,15.0,1.0,0.0,5.0,87.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,32.0,128.0,0.0,38.0,2.0,13.0,0.0,2.0,0.0,21.0,727.0,896.0,56.0,285.0,8.0,4.0,91.0,252.0,0.0,2625.0,16.0,311.0,1158.0,1524.0,1.0,84.0,255.0,64.0,36.0,11.0,333.0,563.0,1153.0,480.0,63.0,11500
06075016801,2.0,1.0,23.0,47.0,0.0,19.0,3.0,1.0,3.0,80.0,0.0,50.0,10.0,0.0,3.0,0.0,0.0,0.0,34.0,89.0,0.0,21.0,1.0,16.0,0.0,1.0,2.0,13.0,829.0,563.0,36.0,561.0,8.0,3.0,72.0,198.0,0.0,2339.0,14.0,201.0,874.0,1204.0,0.0,40.0,332.0,31.0,46.0,4.0,297.0,500.0,779.0,456.0,82.0,9899
06075016802,2.0,6.0,17.0,30.0,1.0,26.0,7.0,0.0,82.0,128.0,0.0,116.0,6.0,0.0,1.0,0.0,0.0,0.0,22.0,162.0,0.0,27.0,1.0,11.0,0.0,0.0,0.0,29.0,918.0,719.0,39.0,347.0,7.0,5.0,69.0,203.0,1.0,3304.0,14.0,448.0,991.0,1252.0,3.0,70.0,260.0,33.0,84.0,5.0,312.0,697.0,792.0,465.0,73.0,11790
